Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
C15,B8,Rep1,4,D05_ZH_R3,D05,ZH,R3,20,D05_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,17.2758976766695,0.988533204092969,NA,Inconclusive,false,3,8,NA,NA,5.13060670064201,22514144.5576993,7
C19,B10,Rep1,4,D04_OH_R1,D04,OH,R1,22,D04_OH_R1_Rep1,false,Sample,16S,Unknown,SYBR,15.1693615093259,0.985912695643804,3.33978999330872,Amp,false,3,7,NA,NA,5.71091969440058,85658101.3855983,4
C23,B12,Rep1,4,D03_ZH_R1,D03,ZH,R1,24,D03_ZH_R1_Rep1,false,Sample,16S,Unknown,SYBR,23.7856349657627,0.991530716791623,3.3690115562355,Amp,false,3,14,NA,NA,3.33729064304058,362359.283841319,7
C7,B4,Rep1,4,D05_ZF_R2,D05,ZF,R2,16,D05_ZF_R2_Rep1,false,Sample,16S,Unknown,SYBR,21.3273278212083,0.989828250260238,3.32062975652237,Amp,false,3,10,NA,NA,4.01451024209137,1723292.47539227,5
C9,B5,Rep1,4,D10_ZR_R1,D10,ZR,R1,17,D10_ZR_R1_Rep1,false,Sample,16S,Unknown,SYBR,20.1306954843969,0.98682226251233,3.35327724296261,Amp,false,3,10,NA,NA,4.34416102358211,3681372.57970684,6
D11,B6,Rep2,4,D08_ZH_R2,D08,ZH,R2,18,D08_ZH_R2_Rep2,false,Sample,16S,Unknown,SYBR,20.9602377556806,0.990302935594095,NA,Amp,false,3,10,NA,NA,4.11563698190617,2175132.57020591,7
D13,B7,Rep2,4,D07_ZH_R1,D07,ZH,R1,19,D07_ZH_R1_Rep2,false,Sample,16S,Unknown,SYBR,19.0843970080489,0.987834668304539,NA,Amp,false,3,9,NA,NA,4.63239751844382,7149015.98372657,7
D15,B8,Rep2,4,D05_ZH_R3,D05,ZH,R3,20,D05_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,16.9989845810444,0.991093528442161,NA,Inconclusive,false,3,8,NA,NA,5.20689129998776,26837375.9245425,7
D19,B10,Rep2,4,D04_OH_R1,D04,OH,R1,22,D04_OH_R1_Rep2,false,Sample,16S,Unknown,SYBR,14.9957541135885,0.991603608876299,3.33831978544321,Amp,false,3,7,NA,NA,5.75874542325385,95630003.7640313,4
D23,B12,Rep2,4,D03_ZH_R1,D03,ZH,R1,24,D03_ZH_R1_Rep2,false,Sample,16S,Unknown,SYBR,23.9029874499054,0.991706642967976,3.35250930120791,Amp,false,3,14,NA,NA,3.3049621350123,336365.065887604,7
D7,B4,Rep2,4,D05_ZF_R2,D05,ZF,R2,16,D05_ZF_R2_Rep2,false,Sample,16S,Unknown,SYBR,20.647431190683,0.99042947217983,NA,Amp,false,3,12,NA,NA,4.20180958934354,2652517.99543182,5
D9,B5,Rep2,4,D10_ZR_R1,D10,ZR,R1,17,D10_ZR_R1_Rep2,false,Sample,16S,Unknown,SYBR,19.7491157994831,0.990198001095,NA,Amp,false,3,10,NA,NA,4.4492793940818,4689517.31460989,6
E3,C2,Rep1,4,D06_ZH_R1,D06,ZH,R1,26,D06_ZH_R1_Rep1,false,Sample,16S,Unknown,SYBR,20.9908419066293,0.991633253767585,3.34038114971905,Amp,false,3,10,NA,NA,4.10720608632801,2133314.25784653,7
F3,C2,Rep2,4,D06_ZH_R1,D06,ZH,R1,26,D06_ZH_R1_Rep2,false,Sample,16S,Unknown,SYBR,20.317937934635,0.988505922107668,NA,Amp,false,3,10,NA,NA,4.29257908136776,3269097.17999864,7
