sample	tax.level	method	value
D09-OF-R2	genus	shannon	2.694
D10-NF-R3	genus	shannon	2.686
D07-NF-R1	genus	shannon	3.146
D09-ZF-R2	genus	shannon	3.119
D08-OH-R3	genus	shannon	2.352
D08-ZR-R1	genus	shannon	2.369
D08-ZF-R2	genus	shannon	2.851
D08-ZF-R3	genus	shannon	2.835
NCO-B4-R2	genus	shannon	2.566
D02-NF-R3	genus	shannon	2.955
D08-ZR-R2	genus	shannon	2.795
D02-OH-R2	genus	shannon	2.752
D09-ZR-R1	genus	shannon	2.847
D07-ZH-R3	genus	shannon	3.081
D05-ZF-R2	genus	shannon	2.97
D06-ZH-R3	genus	shannon	2.607
D09-ZF-R1	genus	shannon	3.173
NCO-B3-R3	genus	shannon	3.043
D03-NF-R3	genus	shannon	3.141
D08-OH-R1	genus	shannon	2.317
D01-ZR-R1	genus	shannon	3.106
D05-OH-R1	genus	shannon	3.073
D05-OF-R3	genus	shannon	3.036
D06-ZR-R3	genus	shannon	2.858
D08-NF-R1	genus	shannon	2.755
D08-ZH-R3	genus	shannon	2.543
D09-OF-R3	genus	shannon	3.15
D02-OR-R2	genus	shannon	2.41
D03-ZH-R1	genus	shannon	2.989
NCO-B2-R2	genus	shannon	2.687
PCO-B1-R2	genus	shannon	1.875
D09-NF-R3	genus	shannon	3.132
D01-ZF-R1	genus	shannon	3.001
D04-NF-R3	genus	shannon	3.326
D04-ZH-R3	genus	shannon	3.478
D09-OR-R3	genus	shannon	3.138
D02-OF-R2	genus	shannon	2.777
D07-ZH-R1	genus	shannon	2.926
D05-ZR-R1	genus	shannon	3.058
D10-OH-R2	genus	shannon	2.332
D08-ZR-R3	genus	shannon	2.623
D03-OR-R2	genus	shannon	2.896
D10-OF-R1	genus	shannon	2.012
D01-ZR-R2	genus	shannon	3.058
D10-ZF-R2	genus	shannon	2.488
D03-OH-R3	genus	shannon	2.789
D07-OR-R1	genus	shannon	3.126
D01-OR-R2	genus	shannon	3.057
PCO-B4-R1	genus	shannon	1.987
PCO-B2-R3	genus	shannon	1.786
D05-NF-R1	genus	shannon	3.178
D07-OR-R3	genus	shannon	3.056
D04-ZF-R3	genus	shannon	3.39
D04-OF-R1	genus	shannon	3.394
D04-ZH-R1	genus	shannon	3.449
D03-ZH-R2	genus	shannon	0
D05-NF-R2	genus	shannon	3.348
D02-ZR-R2	genus	shannon	2.636
D02-NF-R1	genus	shannon	2.668
D02-ZF-R2	genus	shannon	2.861
D04-ZR-R3	genus	shannon	3.468
NCO-B4-R3	genus	shannon	2.999
D09-OH-R3	genus	shannon	3.033
D03-NF-R2	genus	shannon	3.137
D03-OF-R2	genus	shannon	2.753
D02-OR-R1	genus	shannon	2.461
D06-OR-R1	genus	shannon	2.113
D05-ZH-R2	genus	shannon	2.895
D06-OH-R1	genus	shannon	2.64
D07-NF-R2	genus	shannon	3.169
D03-ZR-R3	genus	shannon	2.735
D04-OR-R2	genus	shannon	3.411
D07-OF-R2	genus	shannon	2.968
D09-ZR-R2	genus	shannon	3.002
D03-OF-R1	genus	shannon	2.959
D08-OF-R2	genus	shannon	2.596
PCO-B3-R2	genus	shannon	1.987
NCO-B4-R1	genus	shannon	3.251
D08-OH-R2	genus	shannon	2.642
D08-ZH-R2	genus	shannon	2.442
D10-OF-R2	genus	shannon	2.517
D07-ZR-R2	genus	shannon	2.988
D05-OH-R3	genus	shannon	2.555
D03-OH-R2	genus	shannon	2.749
PCO-B2-R2	genus	shannon	1.838
D02-ZH-R3	genus	shannon	2.844
D06-OH-R3	genus	shannon	2.708
D07-ZF-R2	genus	shannon	2.967
D03-NF-R1	genus	shannon	3.216
D02-NF-R2	genus	shannon	2.97
D05-OF-R2	genus	shannon	3.039
D02-ZR-R1	genus	shannon	2.848
D03-ZF-R2	genus	shannon	3.103
D01-ZH-R3	genus	shannon	2.886
D02-ZH-R1	genus	shannon	2.694
D05-ZR-R3	genus	shannon	2.89
D05-OR-R2	genus	shannon	3.049
D06-OH-R2	genus	shannon	2.591
D06-ZF-R3	genus	shannon	2.905
D03-OR-R3	genus	shannon	2.984
D08-OR-R2	genus	shannon	2.621
D09-NF-R1	genus	shannon	3.24
D09-OH-R1	genus	shannon	3.082
D07-OR-R2	genus	shannon	2.857
NCO-B2-R3	genus	shannon	3.01
D06-ZH-R1	genus	shannon	2.322
D05-ZF-R3	genus	shannon	3.135
D09-ZH-R1	genus	shannon	2.942
D01-OR-R1	genus	shannon	2.889
D06-OF-R2	genus	shannon	2.234
D10-OH-R3	genus	shannon	2.225
D08-NF-R3	genus	shannon	2.935
D03-ZR-R2	genus	shannon	3.016
D04-OH-R3	genus	shannon	3.459
D04-NF-R2	genus	shannon	3.399
D01-NF-R3	genus	shannon	3.229
D07-ZR-R1	genus	shannon	2.905
D09-OR-R1	genus	shannon	2.881
D07-ZR-R3	genus	shannon	3.065
D08-OR-R1	genus	shannon	2.569
D02-ZR-R3	genus	shannon	2.616
D01-OF-R3	genus	shannon	3.057
D01-NF-R1	genus	shannon	3.237
D01-NF-R2	genus	shannon	3.131
D07-NF-R3	genus	shannon	3.219
D10-ZF-R1	genus	shannon	2.337
D08-OR-R3	genus	shannon	2.508
D09-OR-R2	genus	shannon	3.164
D10-ZH-R2	genus	shannon	2.19
D09-ZH-R3	genus	shannon	2.727
D10-OR-R2	genus	shannon	2.235
D07-ZH-R2	genus	shannon	2.885
D10-OR-R3	genus	shannon	2.398
D06-OR-R2	genus	shannon	2.298
D08-NF-R2	genus	shannon	2.744
D02-OH-R1	genus	shannon	2.814
D01-OH-R3	genus	shannon	2.979
NCO-B1-R1	genus	shannon	3.289
D04-ZF-R2	genus	shannon	3.427
D07-OH-R1	genus	shannon	3.081
D02-ZF-R1	genus	shannon	2.724
D05-OF-R1	genus	shannon	2.906
D08-OF-R1	genus	shannon	2.737
D05-NF-R3	genus	shannon	3.299
D08-ZH-R1	genus	shannon	2.684
D10-ZF-R3	genus	shannon	2.744
D10-OR-R1	genus	shannon	2.367
PCO-B4-R3	genus	shannon	2.144
D10-NF-R2	genus	shannon	2.609
D02-ZH-R2	genus	shannon	2.831
PCO-B4-R2	genus	shannon	2.019
D06-NF-R2	genus	shannon	2.644
D10-ZR-R2	genus	shannon	2.064
D01-OF-R2	genus	shannon	3.03
D04-OF-R2	genus	shannon	3.505
D10-ZR-R1	genus	shannon	2.369
PCO-B1-R1	genus	shannon	1.833
D04-ZH-R2	genus	shannon	3.422
D02-ZF-R3	genus	shannon	2.935
D06-NF-R3	genus	shannon	2.708
D01-OH-R2	genus	shannon	2.844
D07-OF-R1	genus	shannon	3.077
D04-ZF-R1	genus	shannon	3.435
D07-ZF-R3	genus	shannon	3.059
D07-OH-R3	genus	shannon	2.991
D10-ZH-R1	genus	shannon	2.082
D07-OF-R3	genus	shannon	3.055
D05-OH-R2	genus	shannon	2.893
D05-ZH-R3	genus	shannon	2.926
D06-ZR-R1	genus	shannon	2.914
D09-ZF-R3	genus	shannon	3.04
D06-OR-R3	genus	shannon	2.685
NCO-B1-R3	genus	shannon	2.635
D06-NF-R1	genus	shannon	2.788
D02-OH-R3	genus	shannon	2.545
D01-ZH-R1	genus	shannon	3.012
PCO-B3-R3	genus	shannon	2.207
D01-OH-R1	genus	shannon	2.722
D07-ZF-R1	genus	shannon	3.078
D05-ZR-R2	genus	shannon	3.095
D03-ZF-R3	genus	shannon	3.024
D03-ZF-R1	genus	shannon	3.042
D04-OF-R3	genus	shannon	3.446
D04-OR-R1	genus	shannon	3.439
D05-OR-R1	genus	shannon	2.673
D02-OR-R3	genus	shannon	2.787
PCO-B3-R1	genus	shannon	1.856
D06-ZH-R2	genus	shannon	2.679
D04-ZR-R2	genus	shannon	3.472
D03-OF-R3	genus	shannon	2.877
D01-ZH-R2	genus	shannon	3.088
D10-ZR-R3	genus	shannon	2.451
D05-OR-R3	genus	shannon	3.047
D05-ZH-R1	genus	shannon	3.025
D03-OR-R1	genus	shannon	2.69
D04-OH-R2	genus	shannon	3.428
NCO-B3-R1	genus	shannon	2.402
D09-OF-R1	genus	shannon	2.931
D08-ZF-R1	genus	shannon	2.589
D01-OF-R1	genus	shannon	3.044
D03-OH-R1	genus	shannon	2.855
NCO-B1-R2	genus	shannon	2.643
D10-ZH-R3	genus	shannon	2.093
D01-ZF-R2	genus	shannon	3.141
PCO-B2-R1	genus	shannon	1.892
D04-NF-R1	genus	shannon	3.379
D06-OF-R3	genus	shannon	2.691
D09-OH-R2	genus	shannon	2.999
D08-OF-R3	genus	shannon	2.57
D04-OR-R3	genus	shannon	3.443
D10-OF-R3	genus	shannon	2.361
D06-ZF-R1	genus	shannon	2.63
D05-ZF-R1	genus	shannon	3.129
D06-OF-R1	genus	shannon	2.118
D03-ZR-R1	genus	shannon	2.912
D09-ZR-R3	genus	shannon	3.008
D01-ZF-R3	genus	shannon	2.794
D03-ZH-R3	genus	shannon	2.809
D07-OH-R2	genus	shannon	3.062
D09-NF-R2	genus	shannon	3.228
D04-ZR-R1	genus	simpson	0.94
D10-NF-R1	genus	simpson	0.851
NCO-B2-R1	genus	simpson	0.853
D02-OF-R1	genus	simpson	0.704
D02-OF-R3	genus	simpson	0.826
D06-ZR-R2	genus	simpson	0.772
D06-ZF-R2	genus	simpson	0.866
D09-ZH-R2	genus	simpson	0.866
D01-ZR-R3	genus	simpson	0.923
D10-OH-R1	genus	simpson	0.792
PCO-B1-R3	genus	simpson	0.896
NCO-B3-R2	genus	simpson	0.596
D04-OH-R1	genus	simpson	0.937
D01-OR-R3	genus	simpson	0.916
D09-OF-R2	genus	simpson	0.795
D10-NF-R3	genus	simpson	0.827
D07-NF-R1	genus	simpson	0.928
D09-ZF-R2	genus	simpson	0.902
D08-OH-R3	genus	simpson	0.769
D08-ZR-R1	genus	simpson	0.748
D08-ZF-R2	genus	simpson	0.88
D08-ZF-R3	genus	simpson	0.876
NCO-B4-R2	genus	simpson	0.813
D02-NF-R3	genus	simpson	0.877
D08-ZR-R2	genus	simpson	0.861
D02-OH-R2	genus	simpson	0.836
D09-ZR-R1	genus	simpson	0.834
D07-ZH-R3	genus	simpson	0.918
D05-ZF-R2	genus	simpson	0.878
D06-ZH-R3	genus	simpson	0.83
D09-ZF-R1	genus	simpson	0.91
NCO-B3-R3	genus	simpson	0.921
D03-NF-R3	genus	simpson	0.925
D08-OH-R1	genus	simpson	0.762
D01-ZR-R1	genus	simpson	0.922
D05-OH-R1	genus	simpson	0.899
D05-OF-R3	genus	simpson	0.898
D06-ZR-R3	genus	simpson	0.888
D08-NF-R1	genus	simpson	0.857
D08-ZH-R3	genus	simpson	0.79
D09-OF-R3	genus	simpson	0.906
D02-OR-R2	genus	simpson	0.741
D03-ZH-R1	genus	simpson	0.895
NCO-B2-R2	genus	simpson	0.842
PCO-B1-R2	genus	simpson	0.8
D09-NF-R3	genus	simpson	0.906
D01-ZF-R1	genus	simpson	0.907
D04-NF-R3	genus	simpson	0.94
D04-ZH-R3	genus	simpson	0.948
D09-OR-R3	genus	simpson	0.899
D02-OF-R2	genus	simpson	0.841
D07-ZH-R1	genus	simpson	0.89
D05-ZR-R1	genus	simpson	0.894
D10-OH-R2	genus	simpson	0.719
D08-ZR-R3	genus	simpson	0.816
D03-OR-R2	genus	simpson	0.871
D10-OF-R1	genus	simpson	0.623
D01-ZR-R2	genus	simpson	0.916
D10-ZF-R2	genus	simpson	0.774
D03-OH-R3	genus	simpson	0.863
D07-OR-R1	genus	simpson	0.924
D01-OR-R2	genus	simpson	0.908
PCO-B4-R1	genus	simpson	0.828
PCO-B2-R3	genus	simpson	0.776
D05-NF-R1	genus	simpson	0.905
D07-OR-R3	genus	simpson	0.912
D04-ZF-R3	genus	simpson	0.943
D04-OF-R1	genus	simpson	0.945
D04-ZH-R1	genus	simpson	0.944
D03-ZH-R2	genus	simpson	0
D05-NF-R2	genus	simpson	0.933
D02-ZR-R2	genus	simpson	0.805
D02-NF-R1	genus	simpson	0.811
D02-ZF-R2	genus	simpson	0.869
D04-ZR-R3	genus	simpson	0.948
NCO-B4-R3	genus	simpson	0.907
D09-OH-R3	genus	simpson	0.891
D03-NF-R2	genus	simpson	0.922
D03-OF-R2	genus	simpson	0.853
D02-OR-R1	genus	simpson	0.751
D06-OR-R1	genus	simpson	0.707
D05-ZH-R2	genus	simpson	0.866
D06-OH-R1	genus	simpson	0.847
D07-NF-R2	genus	simpson	0.925
D03-ZR-R3	genus	simpson	0.852
D04-OR-R2	genus	simpson	0.941
D07-OF-R2	genus	simpson	0.891
D09-ZR-R2	genus	simpson	0.882
D03-OF-R1	genus	simpson	0.89
D08-OF-R2	genus	simpson	0.828
PCO-B3-R2	genus	simpson	0.83
NCO-B4-R1	genus	simpson	0.873
D08-OH-R2	genus	simpson	0.825
D08-ZH-R2	genus	simpson	0.769
D10-OF-R2	genus	simpson	0.774
D07-ZR-R2	genus	simpson	0.9
D05-OH-R3	genus	simpson	0.814
D03-OH-R2	genus	simpson	0.854
PCO-B2-R2	genus	simpson	0.79
D02-ZH-R3	genus	simpson	0.856
D06-OH-R3	genus	simpson	0.862
D07-ZF-R2	genus	simpson	0.895
D03-NF-R1	genus	simpson	0.936
D02-NF-R2	genus	simpson	0.883
D05-OF-R2	genus	simpson	0.897
D02-ZR-R1	genus	simpson	0.859
D03-ZF-R2	genus	simpson	0.914
D01-ZH-R3	genus	simpson	0.891
D02-ZH-R1	genus	simpson	0.815
D05-ZR-R3	genus	simpson	0.867
D05-OR-R2	genus	simpson	0.9
D06-OH-R2	genus	simpson	0.837
D06-ZF-R3	genus	simpson	0.908
D03-OR-R3	genus	simpson	0.889
D08-OR-R2	genus	simpson	0.824
D09-NF-R1	genus	simpson	0.923
D09-OH-R1	genus	simpson	0.894
D07-OR-R2	genus	simpson	0.869
NCO-B2-R3	genus	simpson	0.873
D06-ZH-R1	genus	simpson	0.762
D05-ZF-R3	genus	simpson	0.912
D09-ZH-R1	genus	simpson	0.866
D01-OR-R1	genus	simpson	0.885
D06-OF-R2	genus	simpson	0.741
D10-OH-R3	genus	simpson	0.686
D08-NF-R3	genus	simpson	0.895
D03-ZR-R2	genus	simpson	0.898
D04-OH-R3	genus	simpson	0.948
D04-NF-R2	genus	simpson	0.945
D01-NF-R3	genus	simpson	0.932
D07-ZR-R1	genus	simpson	0.887
D09-OR-R1	genus	simpson	0.851
D07-ZR-R3	genus	simpson	0.916
D08-OR-R1	genus	simpson	0.804
D02-ZR-R3	genus	simpson	0.801
D01-OF-R3	genus	simpson	0.917
D01-NF-R1	genus	simpson	0.933
D01-NF-R2	genus	simpson	0.922
D07-NF-R3	genus	simpson	0.934
D10-ZF-R1	genus	simpson	0.725
D08-OR-R3	genus	simpson	0.798
D09-OR-R2	genus	simpson	0.904
D10-ZH-R2	genus	simpson	0.669
D09-ZH-R3	genus	simpson	0.826
D10-OR-R2	genus	simpson	0.688
D07-ZH-R2	genus	simpson	0.88
D10-OR-R3	genus	simpson	0.74
D06-OR-R2	genus	simpson	0.753
D08-NF-R2	genus	simpson	0.851
D02-OH-R1	genus	simpson	0.852
D01-OH-R3	genus	simpson	0.908
NCO-B1-R1	genus	simpson	0.899
D04-ZF-R2	genus	simpson	0.945
D07-OH-R1	genus	simpson	0.92
D02-ZF-R1	genus	simpson	0.834
D05-OF-R1	genus	simpson	0.872
D08-OF-R1	genus	simpson	0.855
D05-NF-R3	genus	simpson	0.924
D08-ZH-R1	genus	simpson	0.824
D10-ZF-R3	genus	simpson	0.845
D10-OR-R1	genus	simpson	0.727
PCO-B4-R3	genus	simpson	0.867
D10-NF-R2	genus	simpson	0.792
D02-ZH-R2	genus	simpson	0.849
PCO-B4-R2	genus	simpson	0.837
D06-NF-R2	genus	simpson	0.859
D10-ZR-R2	genus	simpson	0.639
D01-OF-R2	genus	simpson	0.91
D04-OF-R2	genus	simpson	0.95
D10-ZR-R1	genus	simpson	0.727
PCO-B1-R1	genus	simpson	0.788
D04-ZH-R2	genus	simpson	0.943
D02-ZF-R3	genus	simpson	0.888
D06-NF-R3	genus	simpson	0.87
D01-OH-R2	genus	simpson	0.89
D07-OF-R1	genus	simpson	0.918
D04-ZF-R1	genus	simpson	0.946
D07-ZF-R3	genus	simpson	0.916
D07-OH-R3	genus	simpson	0.908
D10-ZH-R1	genus	simpson	0.643
D07-OF-R3	genus	simpson	0.915
D05-OH-R2	genus	simpson	0.869
D05-ZH-R3	genus	simpson	0.871
D06-ZR-R1	genus	simpson	0.896
D09-ZF-R3	genus	simpson	0.886
D06-OR-R3	genus	simpson	0.853
NCO-B1-R3	genus	simpson	0.78
D06-NF-R1	genus	simpson	0.888
D02-OH-R3	genus	simpson	0.783
D01-ZH-R1	genus	simpson	0.909
PCO-B3-R3	genus	simpson	0.88
D01-OH-R1	genus	simpson	0.872
D07-ZF-R1	genus	simpson	0.914
D05-ZR-R2	genus	simpson	0.901
D03-ZF-R3	genus	simpson	0.9
D03-ZF-R1	genus	simpson	0.901
D04-OF-R3	genus	simpson	0.949
D04-OR-R1	genus	simpson	0.948
D05-OR-R1	genus	simpson	0.84
D02-OR-R3	genus	simpson	0.842
PCO-B3-R1	genus	simpson	0.793
D06-ZH-R2	genus	simpson	0.836
D04-ZR-R2	genus	simpson	0.948
D03-OF-R3	genus	simpson	0.877
D01-ZH-R2	genus	simpson	0.918
D10-ZR-R3	genus	simpson	0.753
D05-OR-R3	genus	simpson	0.901
D05-ZH-R1	genus	simpson	0.885
D03-OR-R1	genus	simpson	0.827
D04-OH-R2	genus	simpson	0.945
NCO-B3-R1	genus	simpson	0.667
D09-OF-R1	genus	simpson	0.848
D08-ZF-R1	genus	simpson	0.819
D01-OF-R1	genus	simpson	0.914
D03-OH-R1	genus	simpson	0.865
NCO-B1-R2	genus	simpson	0.834
D10-ZH-R3	genus	simpson	0.645
D01-ZF-R2	genus	simpson	0.928
PCO-B2-R1	genus	simpson	0.805
D04-NF-R1	genus	simpson	0.944
D06-OF-R3	genus	simpson	0.864
D09-OH-R2	genus	simpson	0.886
D08-OF-R3	genus	simpson	0.816
D04-OR-R3	genus	simpson	0.948
D10-OF-R3	genus	simpson	0.734
D06-ZF-R1	genus	simpson	0.846
D05-ZF-R1	genus	simpson	0.913
D06-OF-R1	genus	simpson	0.703
D03-ZR-R1	genus	simpson	0.89
D09-ZR-R3	genus	simpson	0.873
D01-ZF-R3	genus	simpson	0.88
D03-ZH-R3	genus	simpson	0.854
D07-OH-R2	genus	simpson	0.917
D09-NF-R2	genus	simpson	0.919
D04-ZR-R1	species	shannon	5.022
D10-NF-R1	species	shannon	4.766
NCO-B2-R1	species	shannon	4.359
D02-OF-R1	species	shannon	4.503
D02-OF-R3	species	shannon	4.77
D06-ZR-R2	species	shannon	4.194
D06-ZF-R2	species	shannon	4.444
D09-ZH-R2	species	shannon	4.817
D01-ZR-R3	species	shannon	4.899
D10-OH-R1	species	shannon	4.683
PCO-B1-R3	species	shannon	3.933
NCO-B3-R2	species	shannon	3.389
D04-OH-R1	species	shannon	4.927
D01-OR-R3	species	shannon	4.925
D09-OF-R2	species	shannon	4.792
D10-NF-R3	species	shannon	4.727
D07-NF-R1	species	shannon	4.775
D09-ZF-R2	species	shannon	4.916
D08-OH-R3	species	shannon	4.167
D08-ZR-R1	species	shannon	4.274
D08-ZF-R2	species	shannon	4.747
D08-ZF-R3	species	shannon	4.75
NCO-B4-R2	species	shannon	3.732
D02-NF-R3	species	shannon	4.866
D08-ZR-R2	species	shannon	4.768
D02-OH-R2	species	shannon	4.773
D09-ZR-R1	species	shannon	4.843
D07-ZH-R3	species	shannon	4.729
D05-ZF-R2	species	shannon	4.669
D06-ZH-R3	species	shannon	4.282
D09-ZF-R1	species	shannon	4.978
NCO-B3-R3	species	shannon	4.302
D03-NF-R3	species	shannon	4.684
D08-OH-R1	species	shannon	4.126
D01-ZR-R1	species	shannon	4.869
D05-OH-R1	species	shannon	4.798
D05-OF-R3	species	shannon	4.771
D06-ZR-R3	species	shannon	4.592
D08-NF-R1	species	shannon	4.619
D08-ZH-R3	species	shannon	4.471
D09-OF-R3	species	shannon	4.983
D02-OR-R2	species	shannon	4.497
D03-ZH-R1	species	shannon	4.55
NCO-B2-R2	species	shannon	3.399
PCO-B1-R2	species	shannon	1.951
D09-NF-R3	species	shannon	4.725
D01-ZF-R1	species	shannon	4.706
D04-NF-R3	species	shannon	4.956
D04-ZH-R3	species	shannon	5.103
D09-OR-R3	species	shannon	5.012
D02-OF-R2	species	shannon	4.784
D07-ZH-R1	species	shannon	4.508
D05-ZR-R1	species	shannon	4.701
D10-OH-R2	species	shannon	4.467
D08-ZR-R3	species	shannon	4.533
D03-OR-R2	species	shannon	4.441
D10-OF-R1	species	shannon	4.242
D01-ZR-R2	species	shannon	4.746
D10-ZF-R2	species	shannon	4.615
D03-OH-R3	species	shannon	4.192
D07-OR-R1	species	shannon	4.83
D01-OR-R2	species	shannon	4.866
PCO-B4-R1	species	shannon	2.078
PCO-B2-R3	species	shannon	1.888
D05-NF-R1	species	shannon	4.839
D07-OR-R3	species	shannon	4.701
D04-ZF-R3	species	shannon	5.043
D04-OF-R1	species	shannon	5.065
D04-ZH-R1	species	shannon	5.094
D03-ZH-R2	species	shannon	0
D05-NF-R2	species	shannon	5.012
D02-ZR-R2	species	shannon	4.666
D02-NF-R1	species	shannon	4.659
D02-ZF-R2	species	shannon	4.836
D04-ZR-R3	species	shannon	5.1
NCO-B4-R3	species	shannon	4.373
D09-OH-R3	species	shannon	4.814
D03-NF-R2	species	shannon	4.67
D03-OF-R2	species	shannon	4.247
D02-OR-R1	species	shannon	4.573
D06-OR-R1	species	shannon	3.855
D05-ZH-R2	species	shannon	4.543
D06-OH-R1	species	shannon	4.376
D07-NF-R2	species	shannon	4.767
D03-ZR-R3	species	shannon	4.188
D04-OR-R2	species	shannon	5.023
D07-OF-R2	species	shannon	4.596
D09-ZR-R2	species	shannon	4.819
D03-OF-R1	species	shannon	4.523
D08-OF-R2	species	shannon	4.487
PCO-B3-R2	species	shannon	2.067
NCO-B4-R1	species	shannon	4.18
D08-OH-R2	species	shannon	4.542
D08-ZH-R2	species	shannon	4.34
D10-OF-R2	species	shannon	4.61
D07-ZR-R2	species	shannon	4.619
D05-OH-R3	species	shannon	4.188
D03-OH-R2	species	shannon	4.112
PCO-B2-R2	species	shannon	1.92
D02-ZH-R3	species	shannon	4.816
D06-OH-R3	species	shannon	4.455
D07-ZF-R2	species	shannon	4.571
D03-NF-R1	species	shannon	4.769
D02-NF-R2	species	shannon	4.889
D05-OF-R2	species	shannon	4.74
D02-ZR-R1	species	shannon	4.829
D03-ZF-R2	species	shannon	4.637
D01-ZH-R3	species	shannon	4.56
D02-ZH-R1	species	shannon	4.677
D05-ZR-R3	species	shannon	4.585
D05-OR-R2	species	shannon	4.768
D06-OH-R2	species	shannon	4.322
D06-ZF-R3	species	shannon	4.687
D03-OR-R3	species	shannon	4.558
D08-OR-R2	species	shannon	4.508
D09-NF-R1	species	shannon	4.914
D09-OH-R1	species	shannon	4.921
D07-OR-R2	species	shannon	4.445
NCO-B2-R3	species	shannon	4.337
D06-ZH-R1	species	shannon	3.961
D05-ZF-R3	species	shannon	4.824
D09-ZH-R1	species	shannon	4.823
D01-OR-R1	species	shannon	4.63
D06-OF-R2	species	shannon	4.027
D10-OH-R3	species	shannon	4.401
D08-NF-R3	species	shannon	4.846
D03-ZR-R2	species	shannon	4.56
D04-OH-R3	species	shannon	5.073
D04-NF-R2	species	shannon	5.057
D01-NF-R3	species	shannon	4.893
D07-ZR-R1	species	shannon	4.461
D09-OR-R1	species	shannon	4.831
D07-ZR-R3	species	shannon	4.728
D08-OR-R1	species	shannon	4.515
D02-ZR-R3	species	shannon	4.638
D01-OF-R3	species	shannon	4.883
D01-NF-R1	species	shannon	4.881
D01-NF-R2	species	shannon	4.622
D07-NF-R3	species	shannon	4.805
D10-ZF-R1	species	shannon	4.515
D08-OR-R3	species	shannon	4.379
D09-OR-R2	species	shannon	4.998
D10-ZH-R2	species	shannon	4.352
D09-ZH-R3	species	shannon	4.667
D10-OR-R2	species	shannon	4.415
D07-ZH-R2	species	shannon	4.428
D10-OR-R3	species	shannon	4.559
D06-OR-R2	species	shannon	4.04
D08-NF-R2	species	shannon	4.622
D02-OH-R1	species	shannon	4.824
D01-OH-R3	species	shannon	4.69
NCO-B1-R1	species	shannon	3.803
D04-ZF-R2	species	shannon	5.078
D07-OH-R1	species	shannon	4.669
D02-ZF-R1	species	shannon	4.734
D05-OF-R1	species	shannon	4.64
D08-OF-R1	species	shannon	4.666
D05-NF-R3	species	shannon	4.897
D08-ZH-R1	species	shannon	4.575
D10-ZF-R3	species	shannon	4.777
D10-OR-R1	species	shannon	4.52
PCO-B4-R3	species	shannon	2.198
D10-NF-R2	species	shannon	4.662
D02-ZH-R2	species	shannon	4.807
PCO-B4-R2	species	shannon	2.094
D06-NF-R2	species	shannon	4.325
D10-ZR-R2	species	shannon	4.275
D01-OF-R2	species	shannon	4.847
D04-OF-R2	species	shannon	5.161
D10-ZR-R1	species	shannon	4.517
PCO-B1-R1	species	shannon	1.935
D04-ZH-R2	species	shannon	5.073
D02-ZF-R3	species	shannon	4.859
D06-NF-R3	species	shannon	4.401
D01-OH-R2	species	shannon	4.52
D07-OF-R1	species	shannon	4.759
D04-ZF-R1	species	shannon	5.103
D07-ZF-R3	species	shannon	4.753
D07-OH-R3	species	shannon	4.468
D10-ZH-R1	species	shannon	4.234
D07-OF-R3	species	shannon	4.75
D05-OH-R2	species	shannon	4.562
D05-ZH-R3	species	shannon	4.581
D06-ZR-R1	species	shannon	4.668
D09-ZF-R3	species	shannon	4.858
D06-OR-R3	species	shannon	4.457
NCO-B1-R3	species	shannon	3.808
D06-NF-R1	species	shannon	4.513
D02-OH-R3	species	shannon	4.583
D01-ZH-R1	species	shannon	4.722
PCO-B3-R3	species	shannon	2.276
D01-OH-R1	species	shannon	4.398
D07-ZF-R1	species	shannon	4.707
D05-ZR-R2	species	shannon	4.755
D03-ZF-R3	species	shannon	4.532
D03-ZF-R1	species	shannon	4.593
D04-OF-R3	species	shannon	5.131
D04-OR-R1	species	shannon	5.114
D05-OR-R1	species	shannon	4.334
D02-OR-R3	species	shannon	4.829
PCO-B3-R1	species	shannon	1.945
D06-ZH-R2	species	shannon	4.365
D04-ZR-R2	species	shannon	5.103
D03-OF-R3	species	shannon	4.407
D01-ZH-R2	species	shannon	4.814
D10-ZR-R3	species	shannon	4.585
D05-OR-R3	species	shannon	4.784
D05-ZH-R1	species	shannon	4.692
D03-OR-R1	species	shannon	4.164
D04-OH-R2	species	shannon	5.014
NCO-B3-R1	species	shannon	4.372
D09-OF-R1	species	shannon	4.932
D08-ZF-R1	species	shannon	4.477
D01-OF-R1	species	shannon	4.86
D03-OH-R1	species	shannon	4.29
NCO-B1-R2	species	shannon	3.366
D10-ZH-R3	species	shannon	4.273
D01-ZF-R2	species	shannon	4.931
PCO-B2-R1	species	shannon	1.98
D04-NF-R1	species	shannon	5.034
D06-OF-R3	species	shannon	4.444
D09-OH-R2	species	shannon	4.771
D08-OF-R3	species	shannon	4.534
D04-OR-R3	species	shannon	5.108
D10-OF-R3	species	shannon	4.514
D06-ZF-R1	species	shannon	4.367
D05-ZF-R1	species	shannon	4.815
D06-OF-R1	species	shannon	3.937
D03-ZR-R1	species	shannon	4.376
D09-ZR-R3	species	shannon	4.916
D01-ZF-R3	species	shannon	4.427
D03-ZH-R3	species	shannon	4.188
D07-OH-R2	species	shannon	4.615
D09-NF-R2	species	shannon	4.89
D04-ZR-R1	species	simpson	0.98
D10-NF-R1	species	simpson	0.975
NCO-B2-R1	species	simpson	0.93
D02-OF-R1	species	simpson	0.969
D02-OF-R3	species	simpson	0.977
D06-ZR-R2	species	simpson	0.951
