E6	Rep2	I12
E6	Rep3	J11
E6	Rep4	J12
F6	Rep1	K11
F6	Rep2	K12
F6	Rep3	L11
F6	Rep4	L12
G6	Rep1	M11
G6	Rep2	M12
G6	Rep3	N11
G6	Rep4	N12
H6	Rep1	O11
H6	Rep2	O12
H6	Rep3	P11
H6	Rep4	P12
A7	Rep1	A13
A7	Rep2	A14
A7	Rep3	B13
A7	Rep4	B14
B7	Rep1	C13
B7	Rep2	C14
B7	Rep3	D13
B7	Rep4	D14
C7	Rep1	E13
C7	Rep2	E14
C7	Rep3	F13
C7	Rep4	F14
D7	Rep1	G13
D7	Rep2	G14
D7	Rep3	H13
D7	Rep4	H14
E7	Rep1	I13
E7	Rep2	I14
E7	Rep3	J13
E7	Rep4	J14
F7	Rep1	K13
F7	Rep2	K14
F7	Rep3	L13
F7	Rep4	L14
G7	Rep1	M13
G7	Rep2	M14
G7	Rep3	N13
G7	Rep4	N14
H7	Rep1	O13
H7	Rep2	O14
H7	Rep3	P13
H7	Rep4	P14
A8	Rep1	A15
A8	Rep2	A16
A8	Rep3	B15
A8	Rep4	B16
B8	Rep1	C15
B8	Rep2	C16
B8	Rep3	D15
B8	Rep4	D16
C8	Rep1	E15
C8	Rep2	E16
C8	Rep3	F15
C8	Rep4	F16
D8	Rep1	G15
D8	Rep2	G16
D8	Rep3	H15
D8	Rep4	H16
E8	Rep1	I15
E8	Rep2	I16
E8	Rep3	J15
E8	Rep4	J16
F8	Rep1	K15
F8	Rep2	K16
F8	Rep3	L15
F8	Rep4	L16
G8	Rep1	M15
G8	Rep2	M16
G8	Rep3	N15
G8	Rep4	N16
H8	Rep1	O15
H8	Rep2	O16
H8	Rep3	P15
H8	Rep4	P16
A9	Rep1	A17
A9	Rep2	A18
A9	Rep3	B17
A9	Rep4	B18
B9	Rep1	C17
B9	Rep2	C18
B9	Rep3	D17
B9	Rep4	D18
C9	Rep1	E17
C9	Rep2	E18
C9	Rep3	F17
C9	Rep4	F18
D9	Rep1	G17
D9	Rep2	G18
D9	Rep3	H17
D9	Rep4	H18
E9	Rep1	I17
E9	Rep2	I18
E9	Rep3	J17
E9	Rep4	J18
F9	Rep1	K17
F9	Rep2	K18
F9	Rep3	L17
F9	Rep4	L18
G9	Rep1	M17
G9	Rep2	M18
G9	Rep3	N17
G9	Rep4	N18
H9	Rep1	O17
H9	Rep2	O18
H9	Rep3	P17
H9	Rep4	P18
A10	Rep1	A19
A10	Rep2	A20
A10	Rep3	B19
A10	Rep4	B20
B10	Rep1	C19
B10	Rep2	C20
B10	Rep3	D19
B10	Rep4	D20
C10	Rep1	E19
C10	Rep2	E20
C10	Rep3	F19
C10	Rep4	F20
D10	Rep1	G19
D10	Rep2	G20
D10	Rep3	H19
D10	Rep4	H20
E10	Rep1	I19
E10	Rep2	I20
E10	Rep3	J19
E10	Rep4	J20
F10	Rep1	K19
F10	Rep2	K20
F10	Rep3	L19
F10	Rep4	L20
G10	Rep1	M19
G10	Rep2	M20
G10	Rep3	N19
G10	Rep4	N20
H10	Rep1	O19
H10	Rep2	O20
H10	Rep3	P19
H10	Rep4	P20
A11	Rep1	A21
A11	Rep2	A22
A11	Rep3	B21
A11	Rep4	B22
B11	Rep1	C21
B11	Rep2	C22
B11	Rep3	D21
B11	Rep4	D22
C11	Rep1	E21
C11	Rep2	E22
C11	Rep3	F21
C11	Rep4	F22
D11	Rep1	G21
D11	Rep2	G22
D11	Rep3	H21
D11	Rep4	H22
E11	Rep1	I21
E11	Rep2	I22
E11	Rep3	J21
E11	Rep4	J22
F11	Rep1	K21
F11	Rep2	K22
F11	Rep3	L21
F11	Rep4	L22
G11	Rep1	M21
G11	Rep2	M22
G11	Rep3	N21
G11	Rep4	N22
H11	Rep1	O21
H11	Rep2	O22
H11	Rep3	P21
H11	Rep4	P22
A12	Rep1	A23
A12	Rep2	A24
A12	Rep3	B23
A12	Rep4	B24
B12	Rep1	C23
B12	Rep2	C24
B12	Rep3	D23
B12	Rep4	D24
C12	Rep1	E23
C12	Rep2	E24
C12	Rep3	F23
C12	Rep4	F24
D12	Rep1	G23
D12	Rep2	G24
D12	Rep3	H23
D12	Rep4	H24
E12	Rep1	I23
E12	Rep2	I24
E12	Rep3	J23
E12	Rep4	J24
F12	Rep1	K23
F12	Rep2	K24
F12	Rep3	L23
F12	Rep4	L24
G12	Rep1	M23
G12	Rep2	M24
G12	Rep3	N23
G12	Rep4	N24
H12	Rep1	O23
H12	Rep2	O24
H12	Rep3	P23
H12	Rep4	P24
