Well,Well96,PCR_Replicate,Plate,SampleName,Donor,Condition,Replicate,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,logCopyNumber,CopyNumber,PlotOrder
D17,B9,Rep3,Plate2,D10_ZF_R2,D10,ZF,R2,2/2/06,D10_ZF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,17.16361152,0.923831233,NA,Amp,FALSE,3,9,NA,NA,5.95893304983389,151628835.436643,5
D19,B10,Rep3,Plate2,D01_OR_R2,D01,OR,R2,2/4/20,D01_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.09343532,0.902178996,3.504066847,Amp,FALSE,3,7,NA,NA,7.31115105647841,3411927592.85023,3
D3,B2,Rep3,Plate2,D07_ZH_R2,D07,ZH,R2,2/4/16,D07_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,15.70331983,0.886865269,3.505549213,Amp,FALSE,3,9,NA,NA,6.44407979069768,463370669.523024,7
D5,B3,Rep3,Plate2,D08_OR_R2,D08,OR,R2,2/3/12,D08_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,12.72788149,0.931846907,3.451036083,Amp,FALSE,3,6,NA,NA,7.43259751162791,4512801813.52816,3
D7,B4,Rep3,Plate2,buffer_2,buffer,2,NA,NA,buffer_2_Rep3,FALSE,Sample,16S,Unknown,SYBR,24.90135338,0.949006308,3.383949586,Amp,FALSE,3,13,NA,NA,3.3882546910299,407477.319557569,7
D9,B5,Rep3,Plate2,D05_NF_R2,D05,NF,R2,2/3/15,D05_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.83908866,0.747594664,3.489228677,Amp,FALSE,3,7,NA,NA,7.06342569435216,1928743360.09444,1
E10,C5,Rep2,Plate2,D06_ZH_R2,D06,ZH,R2,2/3/10,D06_ZH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,20.70004943,0.850235116,3.505916834,Amp,FALSE,3,12,NA,NA,4.78403673421927,10136440.6956974,7
E11,C6,Rep1,Plate2,D09_OH_R2,D09,OH,R2,2/3/14,D09_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.88395405,0.725492487,3.482218742,Amp,FALSE,3,6,NA,NA,7.71297207641196,8606386110.11077,4
E12,C6,Rep2,Plate2,D09_OH_R2,D09,OH,R2,2/3/14,D09_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.00114876,0.911321077,3.485819721,Amp,FALSE,3,6,NA,NA,7.67403695681063,7868386895.73983,4
E13,C7,Rep1,Plate2,D07_NF_R2,D07,NF,R2,2/1/13,D07_NF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.58524312,0.912863326,3.477729247,Amp,FALSE,3,6,NA,NA,7.81221158803987,10815842081.5284,1
E14,C7,Rep2,Plate2,D07_NF_R2,D07,NF,R2,2/1/13,D07_NF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,11.72295168,0.910841598,3.501366984,Amp,FALSE,3,6,NA,NA,7.7664612358804,9734417874.50868,1
E15,C8,Rep1,Plate2,D04_ZR_R2,D04,ZR,R2,2/3/04,D04_ZR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,14.91450941,0.858907173,3.462747179,Amp,FALSE,3,8,NA,NA,6.70614305315615,847211423.031791,6
E16,C8,Rep2,Plate2,D04_ZR_R2,D04,ZR,R2,2/3/04,D04_ZR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.97793947,0.853276652,3.473351374,Amp,FALSE,3,8,NA,NA,6.68506994352159,807083917.106671,6
E17,C9,Rep1,Plate2,D07_OR_R2,D07,OR,R2,2/2/16,D07_OR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,13.08954689,0.86133753,3.467810608,Amp,FALSE,3,7,NA,NA,7.31244289368771,3422091703.00338,3
E18,C9,Rep2,Plate2,D07_OR_R2,D07,OR,R2,2/2/16,D07_OR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,13.21850942,0.893117238,3.505892955,Amp,FALSE,3,7,NA,NA,7.26959819933555,3100608611.94067,3
E19,C10,Rep1,Plate2,D03_OH_R2,D03,OH,R2,2/1/14,D03_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,13.01104222,0.911952111,3.508732457,Amp,FALSE,3,7,NA,NA,7.33852417940199,3633899640.84836,4
E20,C10,Rep2,Plate2,D03_OH_R2,D03,OH,R2,2/1/14,D03_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,13.29370036,0.910537036,3.506363591,Amp,FALSE,3,7,NA,NA,7.24461782059801,2927295534.33957,4
E21,C11,Rep1,Plate2,D06_OR_R2,D06,OR,R2,2/1/11,D06_OR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,13.92193106,0.901407627,3.510847902,Amp,FALSE,3,7,NA,NA,7.03590330232558,1810306254.76091,3
E22,C11,Rep2,Plate2,D06_OR_R2,D06,OR,R2,2/1/11,D06_OR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.27501986,0.920175635,3.465516579,Amp,FALSE,3,7,NA,NA,6.91859805315615,1381805136.64389,3
E23,C12,Rep1,Plate2,D09_OR_R2,D09,OR,R2,2/4/02,D09_OR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.02657067,0.909309757,3.512474225,Amp,FALSE,3,6,NA,NA,7.99781705315615,16583103174.2185,3
E24,C12,Rep2,Plate2,D09_OR_R2,D09,OR,R2,2/4/02,D09_OR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,11.11137468,0.896382687,3.486721359,Amp,FALSE,3,6,NA,NA,7.96964296345515,15541456352.7938,3
E3,C2,Rep1,Plate2,D06_OF_R2,D06,OF,R2,2/3/17,D06_OF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,11.85230449,0.933783859,3.524763528,Amp,FALSE,3,6,NA,NA,7.72348688039867,8817300254.32673,2
E4,C2,Rep2,Plate2,D06_OF_R2,D06,OF,R2,2/3/17,D06_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.16068161,0.941969264,3.46899814,Amp,FALSE,3,6,NA,NA,7.62103600996678,6964416881.84928,2
E5,C3,Rep1,Plate2,D05_ZR_R2,D05,ZR,R2,2/4/06,D05_ZR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,15.65628027,0.889706909,3.467513227,Amp,FALSE,3,8,NA,NA,6.45970755149502,480348347.650506,6
E6,C3,Rep2,Plate2,D05_ZR_R2,D05,ZR,R2,2/4/06,D05_ZR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,15.57344625,0.893071522,3.468594607,Amp,FALSE,3,8,NA,NA,6.48722715946844,511771278.754851,6
E7,C4,Rep1,Plate2,D09_ZF_R2,D09,ZF,R2,2/1/09,D09_ZF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,17.69835974,0.858219248,NA,Amp,FALSE,3,9,NA,NA,5.78127583388704,100722056.285132,5
E8,C4,Rep2,Plate2,D09_ZF_R2,D09,ZF,R2,2/1/09,D09_ZF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,17.67168465,0.860576812,NA,Amp,FALSE,3,9,NA,NA,5.79013799003322,102798491.009644,5
E9,C5,Rep1,Plate2,D06_ZH_R2,D06,ZH,R2,2/3/10,D06_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,20.50926167,0.832455931,3.485939274,Amp,FALSE,3,12,NA,NA,4.84742137209302,11729246.7231958,7
F11,C6,Rep3,Plate2,D09_OH_R2,D09,OH,R2,2/3/14,D09_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.96278721,0.918970376,3.48838385,Amp,FALSE,3,6,NA,NA,7.68678165780731,8102712086.85785,4
F13,C7,Rep3,Plate2,D07_NF_R2,D07,NF,R2,2/1/13,D07_NF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.51163334,0.910915777,3.47297638,Amp,FALSE,3,6,NA,NA,7.83666666445183,11442354905.3533,1
F15,C8,Rep3,Plate2,D04_ZR_R2,D04,ZR,R2,2/3/04,D04_ZR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,15.02669821,0.854665276,3.478193182,Amp,FALSE,3,8,NA,NA,6.66887102657807,777534693.317718,6
F17,C9,Rep3,Plate2,D07_OR_R2,D07,OR,R2,2/2/16,D07_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.20847041,0.869684904,3.465906191,Amp,FALSE,3,7,NA,NA,7.27293341860465,3124511793.25369,3
F19,C10,Rep3,Plate2,D03_OH_R2,D03,OH,R2,2/1/14,D03_OH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,13.46494784,0.929807263,3.503172725,Amp,FALSE,3,7,NA,NA,7.18772497009967,2567874057.25546,4
F21,C11,Rep3,Plate2,D06_OR_R2,D06,OR,R2,2/1/11,D06_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,14.01052505,0.930653403,3.502409436,Amp,FALSE,3,7,NA,NA,7.00647008305648,1691682406.51834,3
F23,C12,Rep3,Plate2,D09_OR_R2,D09,OR,R2,2/4/02,D09_OR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,11.06809017,0.909065601,3.490101516,Amp,FALSE,3,6,NA,NA,7.98402319933555,16064675187.4345,3
F3,C2,Rep3,Plate2,D06_OF_R2,D06,OF,R2,2/3/17,D06_OF_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,12.25672147,0.940373131,3.481373968,Amp,FALSE,3,6,NA,NA,7.58912907973422,6471095800.86274,2
F5,C3,Rep3,Plate2,D05_ZR_R2,D05,ZR,R2,2/4/06,D05_ZR_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,15.71299022,0.891197086,3.461690175,Amp,FALSE,3,8,NA,NA,6.44086703654485,459955467.997007,6
F9,C5,Rep3,Plate2,D06_ZH_R2,D06,ZH,R2,2/3/10,D06_ZH_R2_Rep3,FALSE,Sample,16S,Unknown,SYBR,20.82581925,0.861401787,3.501416533,Amp,FALSE,3,13,NA,NA,4.74225274086379,9206646.97178535,7
G1,D1,Rep1,Plate2,D02_ZF_R2,D02,ZF,R2,2/2/07,D02_ZF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,14.57794383,0.938655927,3.501262832,Amp,FALSE,3,8,NA,NA,6.81795886046512,1095992570.28008,5
G10,D5,Rep2,Plate2,D05_OF_R2,D05,OF,R2,2/2/12,D05_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.07052374,0.905102286,3.503450306,Amp,FALSE,3,6,NA,NA,7.65098879069768,7461695811.30608,2
G11,D6,Rep1,Plate2,D03_ZR_R2,D03,ZR,R2,2/2/02,D03_ZR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,16.93181046,0.854182474,3.472621073,Amp,FALSE,3,9,NA,NA,6.03594336877076,181047327.480201,6
G12,D6,Rep2,Plate2,D03_ZR_R2,D03,ZR,R2,2/2/02,D03_ZR_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,16.81606806,0.8519382,3.471143018,Amp,FALSE,3,10,NA,NA,6.07439599335548,197808405.856606,6
G13,D7,Rep1,Plate2,D08_OH_R2,D08,OH,R2,2/2/14,D08_OH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,12.69496758,0.929462877,3.49858728,Amp,FALSE,3,7,NA,NA,7.44353236544851,4627869618.93586,4
G14,D7,Rep2,Plate2,D08_OH_R2,D08,OH,R2,2/2/14,D08_OH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.50654094,0.926236611,3.485864674,Amp,FALSE,3,6,NA,NA,7.50613257807309,5345413765.18828,4
G15,D8,Rep1,Plate2,NCO_B3_R2,NCO,B3,R2,2/3/07,NCO_B3_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,25.84843862,0.882244993,3.467128309,Amp,FALSE,3,13,NA,NA,3.07360843189369,197450.019748653,7
G16,D8,Rep2,Plate2,NCO_B3_R2,NCO,B3,R2,2/3/07,NCO_B3_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,23.78966479,0.875196885,3.458990213,Amp,FALSE,3,12,NA,NA,3.75758644850498,953751.421219502,7
G17,D9,Rep1,Plate2,D07_OF_R2,D07,OF,R2,2/4/15,D07_OF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,12.11881004,0.895527511,3.478625328,Amp,FALSE,3,6,NA,NA,7.63494683056479,7191104173.52068,2
G18,D9,Rep2,Plate2,D07_OF_R2,D07,OF,R2,2/4/15,D07_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.24569729,0.894784755,3.46207489,Amp,FALSE,3,6,NA,NA,7.59279159800664,6525898994.07553,2
G19,D10,Rep1,Plate2,D10_OF_R2,D10,OF,R2,2/3/03,D10_OF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,12.86032616,0.924211788,3.481444781,Amp,FALSE,3,7,NA,NA,7.38859596013289,4077976415.41778,2
G2,D1,Rep2,Plate2,D02_ZF_R2,D02,ZF,R2,2/2/07,D02_ZF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,14.05531489,0.945073409,3.467054817,Amp,FALSE,3,7,NA,NA,6.99158973754153,1634701597.96241,5
G20,D10,Rep2,Plate2,D10_OF_R2,D10,OF,R2,2/3/03,D10_OF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,12.8887707,0.939810517,3.476710809,Amp,FALSE,3,6,NA,NA,7.37914594684385,3990200295.58979,2
G21,D11,Rep1,Plate2,D09_ZH_R2,D09,ZH,R2,2/2/13,D09_ZH_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,18.47709016,0.84461192,NA,Amp,FALSE,3,10,NA,NA,5.52256140863788,55514976.2372173,7
G22,D11,Rep2,Plate2,D09_ZH_R2,D09,ZH,R2,2/2/13,D09_ZH_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,18.72314603,0.872132422,3.483344815,Amp,FALSE,3,10,NA,NA,5.44081527242525,45990064.8578431,7
G3,D2,Rep1,Plate2,D04_ZF_R2,D04,ZF,R2,2/4/09,D04_ZF_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,15.00258188,0.880157319,3.482911751,Amp,FALSE,3,8,NA,NA,6.67688309634552,792012153.558568,5
G4,D2,Rep2,Plate2,D04_ZF_R2,D04,ZF,R2,2/4/09,D04_ZF_R2_Rep2,FALSE,Sample,16S,Unknown,SYBR,15.2177583,0.87487627,3.468397745,Amp,FALSE,3,8,NA,NA,6.60539591362126,671807214.256901,5
G5,D3,Rep1,Plate2,D06_ZR_R2,D06,ZR,R2,2/1/03,D06_ZR_R2_Rep1,FALSE,Sample,16S,Unknown,SYBR,16.46649504,0.903386109,3.466153737,Amp,FALSE,3,9,NA,NA,6.19053320930233,258453226.916198,6
