Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D02-NF-R2,0.580316235,0.285661661,0.020044611,0.006844052,0.00679818,0.000721764,0.099557767,0.06866593,89,242,893,2290,2649,2.853329087,7.185288703,0.071640575,0.079123205,0.047743347,0.056120674,0.048099516,0.014189448,0.033613373,0.041665037,0.042282659,0.007445543,0.006016376,0.009855205,0.006453853,3.63e-06,0.020692874,1.48e-05,0.009939219,0.013584988,0.004452392,0.01241303,0.004994488,0.013391558,0.004029491,0.001865045,0.002222198,0.002638088,0.003511321,0.005913418,0.004447903,5.54e-06,0.001269626,0.000488095,0.000234884,0.002205592,1.07e-05,7.93e-05,0.000572233,0.336403978,0.007882282,0.000403712,0.006774781,0.003922598,0.000526351,0.003633283,3.02e-05,0.018747258,0.002188433,0.002446811,1.37e-05,7.37e-05,0.001577022,0.000103942,2.64e-06,0.004746197,D02,NF,R2,1.70417e+12,4.640558393,104,9.88957e+11,4.86816e+11,34159414756,11663423737,11585250956,1230008019,1.69663e+11,1.17018e+11,92,264,1018
D02-NF-R3,0.566221965,0.298218471,0.019778278,0.007286166,0.007077115,0.000704808,0.100658061,0.068426051,89,233,908,2229,2604,2.83428907,6.880238565,0.072597963,0.07696723,0.045668138,0.052141966,0.045888371,0.013981614,0.032738873,0.04019065,0.043413527,0.006771438,0.006260994,0.010490861,0.006032048,2.56e-06,0.020391482,1.52e-05,0.010035458,0.013512036,0.004682227,0.014084021,0.004906679,0.011813991,0.003773634,0.001974012,0.002215612,0.002745832,0.003394362,0.005536678,0.004456669,5.46e-06,0.001258339,0.000474833,0.000224313,0.002126896,9.13e-06,8.56e-05,0.000608425,0.347100361,0.008693036,0.000408383,0.007077137,0.0041518,0.00052939,0.003722673,3.04e-05,0.017878814,0.002199708,0.00254081,1.17e-05,6.59e-05,0.001864483,0.000107316,2.42e-06,0.004894855,D02,NF,R3,2.88098e+12,4.629363285,143.2,1.63128e+12,8.59163e+11,56980900116,20991327388,20389054367,2030540931,2.89994e+11,1.97134e+11,118,361,1384
D02-OF-R1,0.345358998,0.528991906,0.009085414,0.006898757,0.007410587,0.000747655,0.101465188,0.055746959,80,208,767,2055,2822,2.117674044,2.876174707,0.040062326,0.05071695,0.029311155,0.022514902,0.023482547,0.007732567,0.017890399,0.022796498,0.021939873,0.003104963,0.002669501,0.010607051,0.002403434,2.04e-06,0.012225625,6.89e-06,0.003985904,0.005287615,0.003320824,0.019831767,0.002960252,0.010666289,0.001064266,0.001934206,0.001181832,0.004154217,0.001295976,0.001404263,0.002285746,4.01e-06,0.00056361,0.000269586,0.00011567,0.001164727,6.64e-06,9.94e-05,0.000596318,0.581927733,0.016654571,0.00072737,0.012077074,0.006777277,0.000945963,0.0079818,5.95e-05,0.008856662,0.000683514,0.000706845,9.99e-06,2.81e-05,0.000952238,0.000102135,1.94e-06,0.004845335,D02,OF,R1,4.42754e+12,4.539933311,42.6,1.52909e+12,2.34213e+12,40226004680,30544497036,32810646755,3310270503,4.49241e+11,2.46822e+11,124,403,1418
D02-OF-R2,0.511606726,0.362028761,0.016785472,0.005824283,0.00550652,0.000603667,0.097596407,0.061123332,87,224,810,2233,2761,2.629480467,5.19005935,0.063970495,0.077995784,0.042555888,0.046532968,0.040342775,0.010134495,0.027432466,0.032908868,0.026835955,0.006090946,0.004376048,0.010912138,0.004488652,2.3e-06,0.018225119,1.24e-05,0.008021024,0.010857838,0.003419016,0.017911881,0.004280646,0.015871776,0.002523893,0.00203963,0.001882555,0.003782312,0.002193533,0.003625991,0.003734909,3.96e-06,0.000957667,0.000428219,0.000179349,0.001792623,9.79e-06,9.82e-05,0.000611096,0.415019753,0.012845189,0.000519816,0.009029583,0.004159521,0.000710739,0.00481481,4.49e-05,0.016269159,0.001486916,0.001617118,9.83e-06,4.91e-05,0.001208241,0.000103171,2.14e-06,0.003765903,D02,OF,R2,3.76079e+13,4.615519712,4.92,1.92405e+13,1.36151e+13,6.31266e+11,2.19039e+11,2.07089e+11,22702655078,3.6704e+12,2.29872e+12,393,1403,2763
D02-OF-R3,0.495371438,0.382600644,0.013704811,0.005859213,0.003834116,0.00069606,0.097886444,0.059632252,81,218,814,2269,2765,2.557831543,4.752923121,0.062315242,0.07287618,0.044514118,0.043147333,0.040276518,0.009130553,0.030359154,0.034563882,0.023748168,0.005986949,0.003790227,0.009642357,0.004260948,2.46e-06,0.017750549,1.38e-05,0.007070277,0.009681327,0.003333396,0.014894179,0.004185953,0.013532901,0.002816465,0.001856594,0.001766599,0.003789984,0.002994098,0.003549583,0.004162675,3.22e-06,0.001072589,0.000417168,0.000187298,0.001772557,9.25e-06,8.48e-05,0.000541421,0.437403327,0.013146666,0.000561443,0.009530297,0.004462587,0.000749399,0.005166781,4.56e-05,0.012963699,0.001181947,0.001371635,1.2e-05,8.36e-05,0.001140968,0.000110397,3.6e-06,0.002599169,D02,OF,R3,3.6892e+12,4.641039764,110,1.82753e+12,1.41149e+12,50559823390,21615822482,14144832107,2567904680,3.61123e+11,2.19995e+11,122,392,1413
D02-OH-R1,0.529898954,0.340832332,0.014528479,0.006016508,0.006627961,0.000757517,0.101281645,0.069330974,88,229,912,2293,2955,2.683578796,5.617968566,0.067410866,0.068501022,0.04150737,0.068324341,0.038823188,0.013516599,0.023815886,0.031871523,0.03547302,0.006710206,0.004726756,0.011618881,0.006050065,2.82e-06,0.019823754,1.34e-05,0.008694721,0.011899324,0.00267571,0.018351146,0.004224158,0.012037605,0.003022622,0.002052215,0.001893169,0.003308116,0.002103742,0.004087213,0.003417137,4.36e-06,0.000866623,0.00045823,0.000203289,0.001869503,9.27e-06,0.000103366,0.000626583,0.394858043,0.011814198,0.000500636,0.008606527,0.004179706,0.000641672,0.004855979,4.07e-05,0.0132641,0.001560511,0.00171267,8.99e-06,5.51e-05,0.001130935,0.000100507,3.21e-06,0.004575599,D02,OH,R1,9.27989e+12,4.626937316,80.2,4.9174e+12,3.16289e+12,1.34823e+11,55832527574,61506744905,7029677474,9.39882e+11,6.43384e+11,196,700,2027
D02-OH-R2,0.504207438,0.363537275,0.011782395,0.006420238,0.007360966,0.000752739,0.105882895,0.069676233,86,234,917,2345,2703,2.607890938,5.046528762,0.072836078,0.058018639,0.039853576,0.062356594,0.035786453,0.013429643,0.022186091,0.026905725,0.037966997,0.005996067,0.00476217,0.012136849,0.00519689,3.1e-06,0.020584752,1.22e-05,0.0075458,0.01027128,0.00270315,0.019369167,0.004225099,0.01092844,0.002271645,0.002103107,0.001880093,0.003413925,0.001679121,0.003257499,0.003286718,5.91e-06,0.000760544,0.000414686,0.000193968,0.001636011,8.84e-06,0.000111478,0.000659341,0.421939392,0.012222783,0.000533397,0.008806505,0.004315338,0.000747858,0.005032887,4.53e-05,0.010631489,0.001218914,0.001390667,9.93e-06,5.36e-05,0.001166218,0.000103729,3.79e-06,0.005094596,D02,OH,R2,27438245277,4.620559328,62,13834567344,9974824930,323288245,176160069.5,201971990.3,20653843.58,2905240838,1911793569,23,53,111
D02-OH-R3,0.434466403,0.435274061,0.007833754,0.006472646,0.008398032,0.000497527,0.107006698,0.066144786,83,220,831,2024,2438,2.37635729,3.851548102,0.079217946,0.032493175,0.040563054,0.038497732,0.031101322,0.012360016,0.016368915,0.023639831,0.037890094,0.004313719,0.003845407,0.013019319,0.00319477,2.75e-06,0.022600629,1.32e-05,0.005294257,0.007067175,0.002425889,0.022249145,0.004181058,0.007686064,0.001041702,0.002282395,0.001624092,0.003357096,0.000756632,0.0014571,0.00341351,4.67e-06,0.000390815,0.000320485,0.00015016,0.000966372,6e-06,0.000128744,0.000693468,0.493849407,0.014057938,0.000656803,0.01023553,0.004744365,0.000847628,0.00588023,5.61e-05,0.00682452,0.000703051,0.000819462,8.42e-06,4.09e-05,0.001269108,0.000105412,3.08e-06,0.005669573,D02,OH,R3,5.01351e+12,4.629270717,89.6,2.1782e+12,2.18225e+12,39274567355,32450644820,42103577366,2494352809,5.36479e+11,3.31617e+11,131,458,1529
D02-OR-R1,0.396399227,0.476738961,0.007748281,0.007055818,0.008005136,0.000753688,0.103244827,0.060980292,82,222,818,2261,2781,2.282673236,3.396982037,0.05488077,0.042780825,0.035497549,0.023386114,0.030220916,0.009871569,0.023978637,0.019517427,0.040140776,0.003316772,0.004387128,0.012876029,0.002794113,2.13e-06,0.019905914,8.95e-06,0.003627439,0.004753871,0.002909318,0.020177928,0.003841798,0.007570483,0.001100949,0.002239694,0.001438608,0.00395913,0.00167749,0.0008656,0.00317214,4.87e-06,0.000697954,0.000277432,0.000164731,0.000948668,7.82e-06,0.000103921,0.000684921,0.531437293,0.015379779,0.00067079,0.011361452,0.005588329,0.000877947,0.006587346,5.55e-05,0.006785962,0.000632205,0.00078428,1.14e-05,3.9e-05,0.001323883,0.000111947,2.02e-06,0.005310896,D02,OR,R1,1.49156e+13,4.569566185,79.6,5.91255e+12,7.11086e+12,1.15571e+11,1.05242e+11,1.19402e+11,11241736338,1.53996e+12,9.0956e+11,240,886,2263
D02-OR-R2,0.38404329,0.489169716,0.005934895,0.007611079,0.008374342,0.0007718,0.104041526,0.060714193,81,221,824,2175,2728,2.23952955,3.31306766,0.065113309,0.034369341,0.033373891,0.017784274,0.027264504,0.010844459,0.019464673,0.017360539,0.047029243,0.002655642,0.00462653,0.014679687,0.002177694,2.62e-06,0.020875963,7.97e-06,0.003548451,0.004513922,0.002969075,0.023494472,0.003871734,0.005403253,0.000761949,0.00244098,0.00145577,0.004386071,0.001024413,0.000608457,0.002923852,4.38e-06,0.000529151,0.000244876,0.000144072,0.000804631,6.49e-06,0.000114679,0.000744946,0.537825998,0.017174098,0.000679711,0.011492042,0.005763668,0.000890035,0.006770102,5.49e-05,0.005192695,0.000485921,0.000574178,1.2e-05,3.9e-05,0.001488915,0.000108152,2.31e-06,0.005506089,D02,OR,R2,3.93158e+13,4.56444081,98.2,1.5099e+13,1.92321e+13,2.33335e+11,2.99236e+11,3.29244e+11,30343909625,4.09048e+12,2.38703e+12,411,1437,2730
D02-OR-R3,0.515263171,0.357904668,0.015352279,0.006078287,0.00534763,0.000731423,0.099271812,0.063592066,86,226,865,2264,2802,2.647967826,5.288453857,0.056342993,0.070229754,0.043379272,0.054523834,0.040797816,0.012033081,0.030585504,0.031245004,0.03794221,0.006199885,0.004827385,0.011597662,0.005730819,3.71e-06,0.020145713,3.52e-05,0.006560306,0.008921672,0.003081508,0.017153102,0.004257342,0.013677561,0.003186196,0.002046146,0.001820454,0.003552325,0.00279794,0.002449423,0.003731765,5.36e-06,0.00108326,0.000412275,0.000214453,0.001804803,8.72e-06,9.83e-05,0.000628864,0.411209105,0.012205764,0.000532159,0.009112807,0.0040452,0.000705262,0.004762786,4.19e-05,0.014523259,0.001521129,0.001566191,1.34e-05,0.000105143,0.001199677,0.000101502,4.31e-06,0.003651621,D02,OR,R3,5.77686e+12,4.620859581,112,2.9766e+12,2.06756e+12,88687930872,35113401391,30892494776,4225324563,5.73479e+11,3.67362e+11,154,514,1732
D02-ZF-R1,0.506540211,0.375419224,0.012684408,0.005873899,0.008108082,0.000580163,0.090746719,0.062456246,82,212,789,2175,2980,2.569696666,4.92404239,0.067757901,0.07366515,0.029541671,0.0589868,0.035544402,0.010683614,0.023332223,0.022898025,0.042415873,0.005343851,0.004190245,0.014504227,0.004714306,2.43e-06,0.019148038,8.96e-06,0.00711938,0.009364714,0.003499504,0.021828173,0.004242482,0.006342898,0.001922775,0.002414912,0.001637061,0.004014933,0.001547785,0.004788598,0.002854779,4.53e-06,0.000832775,0.000394813,0.000173162,0.002043602,8.76e-06,0.000116885,0.00074674,0.427226092,0.01270052,0.00054869,0.009620164,0.004842463,0.00067784,0.004975979,4.27e-05,0.012861319,0.001085994,0.000986586,8e-06,4.5e-05,0.00136775,9.45e-05,2.12e-06,0.005496929,D02,ZF,R1,4.28485e+12,4.562874176,19,2.17045e+12,1.60862e+12,54350795211,25168780563,34741923534,2485910682,3.88836e+11,2.67616e+11,120,408,1492
D02-ZF-R2,0.565461916,0.311812947,0.018181181,0.005602373,0.006320387,0.000641294,0.091929549,0.065699092,88,224,850,2307,2994,2.740166966,6.325266586,0.062655278,0.090909213,0.033957673,0.078181089,0.041688193,0.012358633,0.027896079,0.026819383,0.042066925,0.006838744,0.004862856,0.013026515,0.006320627,2.75e-06,0.017530996,1.15e-05,0.009780622,0.013154031,0.00345231,0.019465585,0.004091766,0.00750527,0.002840996,0.002183661,0.001841375,0.00391406,0.002211886,0.006695877,0.003415882,4.96e-06,0.001100904,0.000466722,0.000205697,0.002370591,8.91e-06,0.000113604,0.000685811,0.36252463,0.011305391,0.000453681,0.008003599,0.003936811,0.000564155,0.004312295,3.8e-05,0.01844554,0.0016369,0.001662631,9.63e-06,5.27e-05,0.001195591,9.36e-05,2.18e-06,0.004379443,D02,ZF,R2,2.12704e+12,4.58016007,8.8,1.20276e+12,6.63238e+11,38672035012,11916450894,13443693647,1364056648,1.95538e+11,1.39744e+11,100,282,1077
D02-ZF-R3,0.612202997,0.262290633,0.022708262,0.005230386,0.006596088,0.000607697,0.090315843,0.066083231,88,226,820,2328,2706,2.848711535,7.773781179,0.059314189,0.108365848,0.035756463,0.095589913,0.045974854,0.013335458,0.029943342,0.029108658,0.042822695,0.008109665,0.004894297,0.011689399,0.008156438,2.79e-06,0.016546588,1.33e-05,0.011459306,0.01549349,0.003240744,0.017694575,0.003855774,0.009198217,0.003840063,0.001970526,0.001927319,0.003554151,0.002542297,0.00882925,0.003491511,5.69e-06,0.001163699,0.000566603,0.000220429,0.002763295,1.13e-05,0.000108586,0.000606761,0.307880057,0.009602483,0.000400286,0.006571262,0.003105851,0.000533474,0.003708529,3.26e-05,0.023529662,0.002201653,0.002102628,9.1e-06,5.78e-05,0.001113877,8.98e-05,2.33e-06,0.00462141,D02,ZF,R3,1.29968e+12,4.582844955,12.4,7.95668e+11,3.40894e+11,29513492482,6797832196,8572809511,789812616.9,1.17382e+11,85887108166,88,220,799
D02-ZH-R1,0.466871339,0.403620725,0.009965738,0.008752014,0.014587054,0.000717487,0.09543172,0.067301456,85,220,834,2209,2861,2.525757914,4.401010667,0.023639974,0.053338628,0.035416085,0.044381437,0.037589367,0.013002385,0.018551134,0.012952026,0.066442653,0.004459746,0.005340327,0.019890337,0.004482997,2.29e-06,0.023587575,9.61e-06,0.008296602,0.01068138,0.002321005,0.030190868,0.004621023,0.002263744,0.001061448,0.003235457,0.00170784,0.005297513,0.000970847,0.003521037,0.004948467,5.14e-06,0.000285134,0.000403094,0.000174523,0.001810822,5.84e-06,0.000145627,0.000999855,0.459555243,0.014671129,0.000585023,0.009601153,0.004839142,0.000736211,0.004821955,4.43e-05,0.009435572,0.001099371,0.000978057,1.62e-05,4.32e-05,0.001704766,0.000121565,2.46e-06,0.00989073,D02,ZH,R1,7.13482e+11,4.47004546,7.34,3.33104e+11,2.87976e+11,7110375003,6244405067,10407601203,511913754.7,68088817224,48018379507,73,156,555
D02-ZH-R2,0.511578749,0.350986338,0.016059664,0.008288988,0.015568811,0.00076699,0.096695743,0.06951424,92,237,884,2351,2704,2.691411085,5.416268206,0.033098559,0.073547862,0.035371654,0.0644053,0.03885288,0.013223887,0.020433298,0.019277288,0.054171158,0.005628789,0.006325034,0.016333176,0.005771731,2.55e-06,0.02110875,9.14e-05,0.009106965,0.012242812,0.002917276,0.025604928,0.004298566,0.004384231,0.001728608,0.002734025,0.001764538,0.004397483,0.001625477,0.004591048,0.004813722,7.71e-06,0.000520423,0.000431709,0.000195173,0.001913246,0.000137286,0.000124145,0.00086874,0.405826413,0.013621884,0.00051998,0.00850936,0.004152963,0.000705006,0.004247056,4.65e-05,0.015172176,0.001741971,0.001817711,3.73e-05,4.69e-05,0.001396371,0.000151259,2.77e-06,0.010800919,D02,ZH,R2,9.03636e+11,4.478611876,3.2,4.62281e+11,3.17164e+11,14512092256,7490228468,14068539688,693080189.4,87377764151,62815576380,80,191,703
D02-ZH-R3,0.530796722,0.339580244,0.019123657,0.007087858,0.011486454,0.000669349,0.091203891,0.065258116,89,230,822,2145,2709,2.716172354,5.782046398,0.030987514,0.080229283,0.034690255,0.074987446,0.040363111,0.0132765,0.02105617,0.02009037,0.055102843,0.006352749,0.005907241,0.016201031,0.006264241,3.24e-06,0.019867684,1.17e-05,0.010331991,0.013725428,0.003194463,0.025480875,0.004210343,0.0051428,0.002207875,0.00263696,0.001772132,0.004443963,0.001713457,0.005771218,0.00382378,4.45e-06,0.000598315,0.000463596,0.000202663,0.002180653,8.64e-06,0.000124595,0.000822621,0.387804175,0.013822799,0.000510752,0.008513288,0.003950265,0.000690827,0.003929342,3.9e-05,0.018308474,0.002057093,0.002099299,1.53e-05,4.99e-05,0.001301381,0.000100657,2.88e-06,0.007869212,D02,ZH,R3,1.4073e+11,4.501208973,4.44,74699040732,47789139237,2691272927,997474565.4,1616489020,94197550.89,12835126711,9183776846,46,91,233
D02-ZR-R1,0.541341341,0.331278672,0.017144259,0.006491811,0.009083384,0.000648965,0.093958847,0.068203532,90,225,840,2297,3013,2.715663347,5.805927835,0.037222002,0.080409396,0.037041047,0.077729172,0.043263223,0.012925149,0.020570924,0.025862286,0.04644658,0.00756797,0.004927477,0.014204865,0.007560123,4.03e-06,0.019635867,1.28e-05,0.01150806,0.016081693,0.003185551,0.02091057,0.004614512,0.004267601,0.002408894,0.002485406,0.001929275,0.003360256,0.002093851,0.005800671,0.004771997,4.85e-06,0.000576563,0.000471191,0.000225176,0.002185302,9.39e-06,0.000116969,0.000751051,0.386510943,0.010776148,0.000498889,0.008411373,0.004109287,0.000572538,0.00483995,3.58e-05,0.016104436,0.002081703,0.001774842,1.19e-05,5.15e-05,0.001122464,0.00010793,2.5e-06,0.006298208,D02,ZR,R1,7.59126e+11,4.546578705,12.4,4.10946e+11,2.51482e+11,13014646158,4928100408,6895429626,492645762.1,71326568616,51775049045,75,173,597
D02-ZR-R2,0.463190609,0.405705365,0.012758388,0.006849569,0.01158381,0.000626775,0.099230399,0.064654021,85,220,835,2153,2721,2.454833679,4.116034737,0.032012185,0.063602259,0.028885578,0.064148668,0.034862972,0.011190226,0.017003072,0.014533165,0.048210865,0.006082968,0.0042339,0.014683471,0.006408143,3.5e-06,0.017111821,9.81e-06,0.008086173,0.011820964,0.002557738,0.022282162,0.003562165,0.003304463,0.001618215,0.002541722,0.001457542,0.003481292,0.001054062,0.005120939,0.00308122,3.36e-06,0.000366452,0.000384802,0.000164128,0.001729393,7.52e-06,0.000119816,0.000799349,0.476265782,0.010496826,0.000592309,0.00915401,0.004746643,0.000751908,0.005614164,5.1e-05,0.011867564,0.001522353,0.001413697,1.4e-05,4.37e-05,0.001011478,9.62e-05,2.94e-06,0.008046576,D02,ZR,R2,1.93285e+12,4.492525386,5.68,8.95277e+11,7.84167e+11,24660029568,13239177650,22389748542,1211460654,1.91797e+11,1.24966e+11,96,256,998
D02-ZR-R3,0.456708148,0.415554599,0.013996859,0.006584331,0.012986096,0.000585648,0.093539292,0.061790305,84,210,777,2195,2552,2.457848741,4.152845156,0.037502398,0.057363255,0.029855658,0.0627298,0.03496764,0.010718052,0.015488458,0.01331082,0.051158286,0.005888455,0.003869637,0.015367823,0.005969724,2.42e-06,0.016495896,9.07e-06,0.008806015,0.012237826,0.002437383,0.024046162,0.003311344,0.00260268,0.001726747,0.00248869,0.001370134,0.003996805,0.001127116,0.004780093,0.002780367,4.22e-06,0.00039384,0.000367652,0.000151273,0.001608646,6.48e-06,0.000125592,0.000781204,0.474141457,0.011789413,0.000602728,0.009593245,0.004683055,0.000784639,0.005408446,4.64e-05,0.012367924,0.001814661,0.001625034,1.23e-05,4.2e-05,0.001209962,9.53e-05,2.59e-06,0.008767775,D02,ZR,R3,3.76335e+11,4.502011079,2.16,1.71875e+11,1.56388e+11,5267514378,2477917418,4887128331,220400058.8,35202153175,23253883501,63,119,372
D03-NF-R1,0.717514676,0.138069157,0.057557555,0.004673239,0.003492123,0.000901427,0.076859208,0.062743675,96,279,1043,2437,2951,3.111889364,13.24084164,0.137493389,0.035167512,0.037644374,0.058500662,0.058768716,0.058035983,0.01931782,0.031273961,0.014205858,0.015589832,0.005134695,0.003422144,0.026150226,0.165331316,0.0042036,0.011293399,0.004193183,0.005106129,0.004732736,0.000872227,0.003183958,0.015866865,0.002590827,0.002141366,0.001672564,0.001308204,0.001067821,0.002232951,0.001693697,2.52e-05,0.001574604,0.0002884,0.005128184,0.00203223,1.81e-05,0.000153763,0.000530221,0.048534457,0.012651736,0.091371852,0.002578755,8.2e-05,0.000959146,8.49e-06,0.002836907,0.01775187,0.045626908,0.000658917,0.000153871,1.78e-05,0.000777848,0.001095302,4.86e-06,0.002406681,D03,NF,R1,8.43182e+11,4.788781087,46.6,6.04995e+11,1.16417e+11,48531474928,3940389394,2944494003,760066462.4,64806275083,52904316484,72,214,761
D03-NF-R2,0.576039124,0.279370438,0.057653455,0.00480169,0.00139207,0.00064641,0.079713948,0.060309059,94,260,963,2474,2777,3.026319321,11.22348633,0.113322389,0.031105265,0.035433245,0.048224361,0.045993269,0.03990242,0.017588866,0.025434103,0.014104099,0.017186484,0.004768755,0.009518313,0.019229909,0.081240795,0.004937283,0.013202093,0.003677706,0.00435709,0.003236759,0.001609584,0.002985142,0.012395439,0.002127832,0.002026749,0.001523572,0.00124548,0.001000224,0.002959814,0.002324782,1.76e-05,0.001705108,0.000257405,0.00390623,0.001458132,9.91e-06,0.000162339,0.000588788,0.091315062,0.015938368,0.219270628,0.003874542,0.00013025,0.001179353,1.15e-05,0.001376074,0.019326464,0.043701952,0.000631135,0.000844703,1.62e-05,0.000364103,0.000891806,4.07e-06,0.000916905,D03,NF,R2,7.57425e+12,4.629671133,109.2,4.36306e+12,2.11602e+12,4.36682e+11,36369186185,10543883920,4896072742,6.03773e+11,4.56796e+11,193,665,2062
D03-NF-R3,0.594917956,0.26757075,0.052331228,0.004646784,0.001874943,0.000690353,0.077560862,0.059899597,94,259,962,2392,2854,3.033640644,11.65434705,0.107672132,0.032297786,0.036115748,0.049747402,0.048802322,0.040382843,0.018475631,0.027452958,0.013935473,0.015440877,0.004634325,0.008552219,0.01928739,0.102324626,0.004915203,0.011148518,0.003425004,0.004100696,0.00326615,0.001413944,0.003204558,0.012567414,0.002235337,0.001977363,0.001588196,0.00120081,0.001053755,0.003024657,0.002027657,1.68e-05,0.001741209,0.000268536,0.004307679,0.001553493,1.16e-05,0.00015514,0.00054156,0.090285385,0.015653082,0.20532181,0.004018329,0.000127788,0.001141732,1.12e-05,0.001513141,0.017994851,0.039566402,0.000532468,0.000801662,1.23e-05,0.000378179,0.000742469,3.83e-06,0.001241858,D03,NF,R3,2.54971e+12,4.658635121,27,1.51687e+12,6.82229e+11,1.3343e+11,11847969974,4780567721,1760202788,1.97758e+11,1.52727e+11,109,356,1339
D03-OF-R1,0.436493453,0.419792517,0.048922899,0.005708977,0.001602663,0.000710399,0.086496872,0.063909628,89,254,1009,2444,3059,2.824884813,7.832431693,0.06563505,0.027884558,0.027739423,0.035486683,0.034228887,0.032297349,0.01431463,0.0214475,0.009369974,0.010381196,0.003322056,0.007011498,0.015840008,0.062091776,0.00368696,0.006115248,0.002457906,0.002959119,0.003433541,0.000966278,0.002653753,0.01188175,0.001561942,0.001732175,0.001251655,0.001187123,0.000621651,0.001840861,0.00151651,1.49e-05,0.001699658,0.000200597,0.003311294,0.001102287,1.16e-05,0.000130857,0.000405815,0.150734388,0.035159276,0.295777956,0.008257471,0.000254997,0.001627923,1.94e-05,0.002143127,0.021860949,0.031924568,0.000505145,0.001364244,1.14e-05,0.000316544,0.000535724,3.06e-06,0.001051144,D03,OF,R1,9.05312e+12,4.457539334,41,3.95163e+12,3.80043e+12,4.42905e+11,51684056328,14509101462,6431326920,7.83067e+11,5.78582e+11,212,790,2190
D03-OF-R2,0.376308464,0.495826184,0.034739562,0.005465084,0.001729884,0.000623603,0.085102514,0.061244243,82,240,901,2262,2624,2.605237064,5.880244787,0.054161628,0.023412806,0.022386353,0.029456831,0.030568066,0.028852937,0.012603753,0.018029925,0.007939847,0.008074932,0.002641105,0.006699638,0.012127161,0.059874824,0.003102581,0.003690909,0.001813806,0.002105718,0.002800634,0.000818872,0.002323398,0.008837583,0.001262144,0.001474228,0.001141275,0.001092002,0.000531527,0.001716609,0.001155298,1.24e-05,0.00132795,0.000171236,0.002643807,0.000928677,9.39e-06,0.000120805,0.000383963,0.163181666,0.036902459,0.360606097,0.008794163,0.000284,0.001535338,2.13e-05,0.002329252,0.014717448,0.022852718,0.000367496,0.001380376,9.13e-06,0.000285866,0.00049454,2.57e-06,0.001122042,D03,OF,R2,3.01075e+12,4.395748492,26.2,1.13297e+12,1.49281e+12,1.04592e+11,16454008024,5208250201,1877514975,2.56223e+11,1.84391e+11,112,373,1409
