Sample,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Blautia,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Eubacterium,Firmicutes..Roseburia,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Coprococcus,Firmicutes..Firmicutes..environmental.samples,Firmicutes..Oscillibacter,Firmicutes..Dorea,Firmicutes..Megamonas,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Dialister,Firmicutes..Subdoligranulum,Firmicutes..Gemmiger,Firmicutes..Butyricicoccus,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Streptococcus,Firmicutes..Anaerostipes,Firmicutes..Flavonifractor,Firmicutes..Lachnoclostridium,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprobacillus,Firmicutes..Lachnospira,Firmicutes..Phascolarctobacterium,Firmicutes..Mitsuokella,Firmicutes..Anaerobutyricum,Firmicutes..Butyrivibrio,Firmicutes..unclassified.Erysipelotrichaceae,Firmicutes..Fusicatenibacter,Firmicutes..Megasphaera,Firmicutes..unclassified.Clostridia,Firmicutes..Intestinimonas,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..unclassified.Bacteroidaceae,Bacteroidetes..Butyricimonas,Bacteroidetes..Barnesiella,Actinobacteria..Bifidobacterium,Actinobacteria..Collinsella,Actinobacteria..Eggerthella,Proteobacteria..Sutterella,Proteobacteria..Azospirillum,Proteobacteria..Bilophila,Verrucomicrobia..Akkermansia,Lentisphaerae..unclassified.Lentisphaeria,null..crAss.like.viruses,Patient,Sample_Type,Replication,MicrobesPerGram,mean_16s_count,DNAConcentration,Absolute.Abundance..Firmicutes,Absolute.Abundance..Bacteroidetes,Absolute.Abundance..Actinobacteria,Absolute.Abundance..Other.Bacteria,Absolute.Abundance..Viruses,Absolute.Abundance..Fungi,Absolute.Abundance..Unclassified...Root,Absolute.Abundance..Unclassified,Richness.100M,Richness.10M,Richness.1M
D05-ZR-R1,0.384674003,0.354798562,0.064494288,0.028454393,0.0028582,0.00122426,0.163434545,0.122477969,102,379,1259,2482,2966,3.011867363,8.542407697,0.059856498,0.026893346,0.053315206,0.038150786,0.011174537,0.019337288,0.00996258,0.012581683,0.00864808,0.003315558,0.058880163,0.008567607,0.006924019,2.24e-05,0.00194235,0.027300358,0.005587481,0.004890177,0.004302032,0.001182695,0.002231489,0.002404973,0.004958083,0.007237838,0.007420945,0.002586015,0.000312422,0.001845909,1.71e-05,1.58e-05,0.00109873,0.000215557,0.000176185,0.003433703,0.01795297,9.62e-05,0.000993031,0.299285708,0.035416634,0.000431994,0.076226501,0.003064606,0.000251802,5.89e-06,0.001346738,0.072385058,0.014887271,0.002801815,0.018045069,2.43e-05,0.002547069,0.015224828,7.13e-06,0.002170869,D05,ZR,R1,3.84241e+11,4.622387419,11.8,1.47808e+11,1.36328e+11,24781380895,10933358089,1098239075,470411404.3,62798331833,47061116418,66,162,653
D05-ZR-R2,0.40145587,0.332413609,0.07148721,0.025376507,0.002477716,0.001234819,0.165493351,0.122969434,104,380,1248,2379,2710,3.057880279,9.134073471,0.052249771,0.032349095,0.053629926,0.045680934,0.012611653,0.020277054,0.011149178,0.013983451,0.008583422,0.003953487,0.059605495,0.008033578,0.008040139,2.19e-05,0.001921173,0.027156351,0.006080461,0.005610985,0.004591196,0.001148346,0.00227287,0.003015862,0.00651565,0.006826421,0.007829886,0.002596684,0.0003524,0.00212549,1.52e-05,1.73e-05,0.001179977,0.000238448,0.000191977,0.003845314,0.016056534,9.44e-05,0.000959493,0.285254461,0.031401629,0.000416054,0.072295953,0.003041714,0.000245633,7.34e-06,0.001305254,0.079964245,0.017945919,0.003025703,0.016122218,2.69e-05,0.002103778,0.01340674,7.65e-06,0.001902819,D05,ZR,R2,8.67642e+11,4.613541429,6.42,3.4832e+11,2.88416e+11,62025314764,22017726754,2149771005,1071380701,1.43589e+11,1.06693e+11,84,276,984
D05-ZR-R3,0.367681062,0.414769176,0.043805078,0.024776885,0.00439829,0.001148902,0.1433735,0.101148005,96,325,1122,2449,2992,2.854488688,6.742985381,0.03677172,0.028896602,0.067667995,0.039913591,0.011833798,0.015756718,0.012893724,0.014650522,0.007269168,0.003406403,0.04000725,0.006952539,0.007495269,3.07e-05,0.001663182,0.03145937,0.004022536,0.003608175,0.003320693,0.000994822,0.002214912,0.002879309,0.006716431,0.005329694,0.006943233,0.001819471,0.000428683,0.002244081,1.42e-05,1.18e-05,0.001726687,0.000206283,0.000205582,0.003286356,0.014606396,7.43e-05,0.000766487,0.351022204,0.02877638,0.000472611,0.095128151,0.003662767,0.000310716,7.42e-06,0.001612597,0.047641815,0.010989397,0.001887772,0.016709035,1.98e-05,0.001849537,0.013192308,5.32e-06,0.003317342,D05,ZR,R3,3.77641e+11,4.704729828,9.38,1.38852e+11,1.56634e+11,16542606955,9356775161,1660976019,433873042.2,54143756382,38197664999,64,143,575
D06-NF-R1,0.607641188,0.210678084,0.089079004,0.002006558,0.000296514,0.000507437,0.089754771,0.055639196,75,222,854,2305,2894,2.619115757,7.194507336,0.224030812,0.082671349,0.017986626,0.045523093,0.056042534,0.010727362,0.028137135,0.0095168,0.011488171,0.005134132,0.006109423,0.004869176,0.019516872,2.37e-06,0.004537089,0.013360509,0.002546606,0.002287581,0.007022946,0.00109044,0.001955375,0.002169137,0.006457985,0.002482262,0.003947265,0.00092889,0.00275252,0.002405516,8.66e-06,5.87e-06,0.006055024,0.000252135,0.000157806,0.002403958,1.47e-05,4.71e-05,0.002620686,0.255812062,0.018539335,0.000120811,0.0005519,5.61e-05,2.69e-05,6.17e-05,6.59e-07,0.091220258,0.017242651,0.003822171,8.11e-05,6.43e-05,2.25e-06,2.09e-05,2.13e-06,0.000164036,D06,NF,R1,4.94437e+12,4.66671385,140.8,3.0044e+12,1.04167e+12,4.40439e+11,9921161102,1466073142,2508955335,4.43781e+11,2.75101e+11,128,465,1699
D06-NF-R2,0.555000842,0.271784416,0.074108025,0.002056125,0.000793043,0.000473236,0.095750225,0.054672494,75,219,839,2436,2436,2.469734091,5.890724001,0.227936237,0.07293657,0.018262069,0.033871641,0.055072206,0.00877921,0.025367609,0.006306524,0.015505398,0.004222949,0.006368052,0.005890785,0.011994053,2.12e-06,0.004308027,0.008021354,0.002393125,0.001885412,0.004786674,0.001294636,0.002393443,0.001410797,0.004772883,0.002749988,0.00393992,0.00092674,0.001835659,0.002388351,9.34e-06,6.26e-06,0.003888682,0.000228503,0.000156366,0.001809032,1.08e-05,4.83e-05,0.003025803,0.317081748,0.024140654,0.00013759,0.000699511,5.59e-05,3.09e-05,6.67e-05,2.12e-07,0.07187956,0.014325862,0.003402079,0.000101415,4.38e-05,1.91e-06,2.59e-05,1.59e-06,0.000494134,D06,NF,R2,1.11563e+12,4.674687443,12.8,6.19174e+11,3.0321e+11,82676948020,2293869739,884741033.4,527955527.7,1.06822e+11,60994135606,72,201,756
D06-NF-R3,0.565488805,0.25794074,0.078857823,0.002048207,0.000649973,0.00047202,0.094504143,0.056059558,76,219,865,2352,2848,2.532560476,6.341791834,0.218507826,0.079486326,0.018381337,0.03536272,0.054587424,0.009835099,0.027257471,0.005930992,0.015004994,0.004393999,0.006292235,0.005976361,0.014444873,2.68e-06,0.004623331,0.00981358,0.002589687,0.002098978,0.005135014,0.00134868,0.002197912,0.001452237,0.006031907,0.002826942,0.003800706,0.000962771,0.002118983,0.002569605,9.52e-06,5.4e-06,0.004303028,0.000226534,0.000159452,0.001845953,1.06e-05,4.87e-05,0.003597206,0.300841914,0.024805096,0.000134476,0.000642702,5.91e-05,2.58e-05,7.01e-05,4.66e-07,0.077472803,0.014946691,0.003720805,0.000104916,5.31e-05,2.06e-06,2.64e-05,2.56e-06,0.000401135,D06,NF,R3,1.49583e+13,4.651189802,13.4,8.45877e+12,3.85836e+12,1.17958e+12,30637743725,9722513001,7060628501,1.41362e+12,8.38557e+11,234,914,2354
D06-OF-R1,0.332120993,0.526767734,0.042709698,0.003030244,0.000466872,0.000380702,0.094502293,0.039238295,70,172,676,2104,2880,1.915323543,2.877838466,0.094106149,0.038789286,0.011849391,0.021726141,0.032960726,0.004031053,0.029885788,0.005750211,0.00696327,0.002551096,0.002380701,0.003125591,0.007876911,1.32e-06,0.00246143,0.005632201,0.001465352,0.001251725,0.003338807,0.000644319,0.001919435,0.002853457,0.002830284,0.002154547,0.001976341,0.000351565,0.001633063,0.001369628,4.44e-06,2.38e-06,0.002706518,0.000150315,7.28e-05,0.001163618,5.58e-06,2.05e-05,0.001706566,0.573550712,0.059774648,0.000214124,0.001044482,0.000111022,4.9e-05,0.000167604,4.98e-07,0.040454654,0.00819721,0.001433004,0.000162237,2.97e-05,1.36e-06,2.63e-05,1.41e-06,0.000266443,D06,OF,R1,1.07064e+13,4.490133158,37.2,3.55583e+12,5.6398e+12,4.57268e+11,32443086297,4998530793,4075957518,1.01178e+12,4.20102e+11,157,600,1964
D06-OF-R2,0.357905509,0.491341449,0.05049212,0.00380715,0.000346109,0.00036466,0.095721953,0.038342603,70,177,689,2115,2541,2.028895093,3.273092204,0.113964679,0.038710388,0.01234098,0.02312762,0.032845506,0.004271178,0.028605554,0.006395388,0.007033928,0.002494288,0.002406433,0.003196272,0.008376966,1.52e-06,0.002606158,0.005795417,0.001647422,0.001451203,0.004555253,0.000737907,0.002170189,0.003851814,0.002527035,0.002380566,0.002341401,0.00035334,0.001601311,0.00134231,6.88e-06,5.82e-06,0.002393598,0.000146999,8.01e-05,0.001327094,6.95e-06,2.21e-05,0.001522916,0.530342155,0.067061372,0.000203166,0.000905546,9.98e-05,6.25e-05,0.000156129,1.19e-06,0.047441355,0.01002882,0.001717548,0.000177299,2.67e-05,2.98e-06,2.35e-05,1.72e-06,0.000187288,D06,OF,R2,5.96819e+12,4.488166997,29,2.13605e+12,2.93242e+12,3.01346e+11,22721779518,2065643449,2176356208,5.71286e+11,2.28836e+11,122,435,1544
D06-OF-R3,0.520090584,0.303952822,0.079003969,0.00211071,0.000343117,0.000443118,0.094021789,0.050506508,74,217,834,2044,2505,2.529046366,6.14958861,0.171481139,0.071892187,0.020558273,0.03490099,0.053944714,0.009247845,0.033479619,0.007013038,0.011093621,0.004150421,0.0045183,0.005933744,0.013157025,1.73e-06,0.004039921,0.011726902,0.002227969,0.001911147,0.005886153,0.001413256,0.002290878,0.002791959,0.004308969,0.002781201,0.003487418,0.000853734,0.002318503,0.002199615,8.75e-06,5.47e-06,0.003835695,0.000224465,0.000172589,0.001825445,1.15e-05,4.07e-05,0.002728594,0.336845004,0.044298995,0.000145875,0.00064103,7.5e-05,3.06e-05,0.000116062,1.19e-06,0.076691388,0.015284705,0.003631653,9.94e-05,7.07e-05,3.92e-06,2.54e-05,4.38e-06,0.000189182,D06,OF,R3,1.85397e+13,4.576688685,7.12,9.6423e+12,5.63518e+12,1.46471e+12,39131851013,6361280442,8215259703,1.74313e+12,9.36374e+11,258,961,2507
D06-OH-R1,0.499705806,0.337507859,0.058837764,0.002247276,0.000635938,0.000488153,0.100542334,0.056514859,74,220,875,2403,2717,2.479215579,5.615463913,0.166422719,0.085431043,0.018013518,0.025914288,0.047083586,0.010971251,0.029189579,0.005843778,0.01855897,0.002887451,0.007609953,0.007386194,0.01150877,2.58e-06,0.004413696,0.009539704,0.002887097,0.002074578,0.005643465,0.001826462,0.002079834,0.0019629,0.003536344,0.002878809,0.003207526,0.000834248,0.001702909,0.003148857,8.74e-06,3.99e-06,0.003035259,0.000209004,0.000180706,0.00126782,1.28e-05,5.18e-05,0.004063907,0.363711042,0.051429417,0.000160139,0.000707511,8.08e-05,3.43e-05,0.000140178,6.06e-07,0.054295037,0.011126791,0.002974468,0.000109707,3.23e-05,1.77e-06,3.22e-05,2.17e-06,0.000386375,D06,OH,R1,1.31612e+13,4.545505987,102,6.57675e+12,4.44202e+12,7.74378e+11,29576934846,8369734149,6424693562,1.32326e+12,7.43806e+11,219,851,2171
D06-OH-R2,0.497946581,0.350797853,0.050796264,0.002376419,0.000735628,0.000465701,0.096846742,0.054156527,74,213,841,2105,2692,2.42498595,5.272680138,0.175356662,0.082217716,0.016725518,0.025739378,0.041575453,0.009975591,0.031044642,0.005967512,0.018910866,0.002836229,0.007679327,0.00706491,0.010623814,2.51e-06,0.004432749,0.009008497,0.002697018,0.001908846,0.005212998,0.001707879,0.002020648,0.002508107,0.003554623,0.002864228,0.00315446,0.000767259,0.001757136,0.003060127,9.01e-06,3.44e-06,0.003185117,0.000191716,0.000159288,0.00126387,1.18e-05,4.47e-05,0.0042679,0.377818286,0.050062733,0.000160567,0.000724644,8.81e-05,3.14e-05,0.000143295,3.94e-07,0.046845877,0.009891445,0.002329628,0.000113426,2.97e-05,1.82e-06,3.12e-05,1.62e-06,0.000445337,D06,OH,R2,8.82331e+12,4.571609413,54.8,4.39354e+12,3.0952e+12,4.48191e+11,20967887334,6490676311,4109026101,8.54509e+11,4.7784e+11,169,647,1915
D06-OH-R3,0.524902645,0.308775861,0.066929484,0.00219637,0.000569831,0.000476787,0.096115365,0.056172412,73,224,838,2290,2800,2.549241936,6.147849042,0.162128676,0.08862972,0.018259761,0.032511025,0.050361347,0.011141194,0.031600053,0.00605691,0.019266405,0.003219984,0.008053189,0.007064329,0.013399954,2.25e-06,0.004745982,0.010664161,0.003111177,0.002239942,0.005263527,0.001703654,0.002037381,0.002731292,0.004730596,0.002768668,0.003091917,0.000849023,0.002091951,0.003684177,9.08e-06,4.24e-06,0.003816008,0.000221784,0.000167989,0.001679708,1.3e-05,5.06e-05,0.003555999,0.341007572,0.043057191,0.000154005,0.000658231,7.96e-05,2.87e-05,0.000131056,3.69e-07,0.064432667,0.012516249,0.002921677,9.33e-05,3.92e-05,2.44e-06,3.07e-05,1.88e-06,0.000341993,D06,OH,R3,3.03567e+12,4.557710205,94.8,1.59343e+12,9.37342e+11,2.03176e+11,6667453670,1729819519,1447367821,2.91775e+11,1.70521e+11,107,330,1265
D06-OR-R1,0.352458878,0.51563675,0.025726241,0.002351724,0.000741663,0.000420231,0.10263882,0.047338545,73,186,739,2107,2714,1.924804495,3.00871247,0.13502969,0.037620877,0.0136158,0.015637007,0.025804838,0.005248267,0.030325137,0.003757251,0.013132949,0.001747946,0.005007848,0.006154322,0.006517567,1.7e-06,0.003642568,0.005486179,0.001548111,0.00087979,0.005058053,0.001371053,0.00181757,0.001263573,0.001463989,0.002483699,0.002289682,0.000551804,0.001069735,0.000657717,6.17e-06,3.04e-06,0.002297333,0.000143678,0.000103676,0.00065803,6.71e-06,2.57e-05,0.003596256,0.552866494,0.062975842,0.000219746,0.001095732,0.000116518,4.67e-05,0.000203369,8.5e-07,0.024784279,0.004423738,0.000796026,0.000152359,1.58e-05,1.03e-06,2.87e-05,1.7e-06,0.000453363,D06,OR,R1,4.57226e+12,4.533452573,44.6,1.61153e+12,2.35762e+12,1.17627e+11,10752689389,3391073699,1921403168,4.69291e+11,2.16444e+11,109,390,1465
D06-OR-R2,0.381849989,0.477815803,0.036422024,0.002449988,0.000678639,0.00040511,0.100352796,0.048443459,75,195,776,2230,2612,2.111404767,3.505967474,0.127102955,0.04171733,0.014955005,0.020013802,0.029338853,0.006268702,0.032513383,0.004255277,0.015772903,0.002027086,0.006410208,0.007594997,0.008618831,1.67e-06,0.004170385,0.005805882,0.00202291,0.001173693,0.006421066,0.001621299,0.001905446,0.001607876,0.001928891,0.003108609,0.002642091,0.000698226,0.001562835,0.000718927,7.1e-06,4e-06,0.003059869,0.00015308,0.00012349,0.00089575,7.1e-06,2.49e-05,0.004040929,0.508166452,0.068434913,0.000220075,0.000997883,0.000117882,4.29e-05,0.000190843,4.18e-07,0.034267658,0.006944855,0.00146106,0.000159165,1.98e-05,1.85e-06,2.78e-05,1.73e-06,0.000417182,D06,OR,R2,1.44601e+12,4.499601986,66.4,5.52159e+11,6.90927e+11,52666621485,3542707274,981319457.8,585792668.8,1.45111e+11,70049741062,76,211,812
D06-OR-R3,0.505609297,0.332512575,0.064589492,0.002457621,0.000446541,0.000443598,0.093911231,0.050560991,78,218,822,2274,2628,2.521921111,5.693864744,0.139525277,0.067663047,0.020352298,0.037284086,0.051249915,0.01036351,0.039215975,0.006833518,0.014331907,0.003648416,0.006077773,0.006109825,0.017314492,3.66e-06,0.004766938,0.008687437,0.002953834,0.002274798,0.006631542,0.00143082,0.002244547,0.003360788,0.004570664,0.002532896,0.003035105,0.000777653,0.003024001,0.001894675,8.58e-06,4.68e-06,0.004202005,0.000229046,0.000144475,0.001915263,9.84e-06,3.56e-05,0.003007255,0.371897722,0.046505485,0.000187811,0.000808745,0.000102099,3.22e-05,0.000146335,4.68e-06,0.062781345,0.013249038,0.002814522,0.000119145,0.000183429,1.22e-05,3.22e-05,7.02e-06,0.000266921,D06,OR,R3,7.58084e+12,4.554841571,116,3.83294e+12,2.52072e+12,4.89643e+11,18630826375,3385152830,3362844849,7.11926e+11,3.83295e+11,155,570,1769
D06-ZF-R1,0.466771451,0.354813569,0.078448887,0.002189665,0.001108092,0.00045852,0.096176559,0.055023388,79,217,816,2323,2958,2.451010504,5.470308483,0.15281017,0.065382878,0.014807245,0.030855319,0.037801351,0.008844195,0.028123761,0.003823287,0.014698077,0.003842987,0.005339051,0.008622405,0.009777882,2.41e-06,0.004307838,0.014883876,0.002681046,0.001821599,0.005766051,0.001952548,0.001604834,0.001428531,0.003520196,0.003032966,0.003120753,0.000828481,0.001233944,0.002212698,8.59e-06,6.24e-06,0.003082991,0.000197552,0.000190846,0.001746053,1.13e-05,3.77e-05,0.005093953,0.374313024,0.062600255,0.000179778,0.000748818,8.75e-05,3.8e-05,0.000168888,6.2e-07,0.081915016,0.01176392,0.002875566,0.000115565,3.23e-05,2.08e-06,2.59e-05,2.41e-06,0.000708842,D06,ZF,R1,1.28965e+12,4.480728782,8.5,6.01972e+11,4.57585e+11,1.01172e+11,2823901503,1429051462,591330166.9,1.24034e+11,70960922332,77,215,808
D06-ZF-R2,0.513082075,0.308333902,0.081977292,0.002071985,0.000784408,0.00046853,0.093247909,0.054676869,77,222,852,2305,2665,2.533076386,6.198559846,0.16534049,0.077265593,0.016785398,0.036508024,0.043361062,0.010072089,0.029578682,0.004368606,0.013822421,0.004163735,0.005289431,0.008180358,0.011503703,2.3e-06,0.004674996,0.015319471,0.002777831,0.001964963,0.005846934,0.001955573,0.00171639,0.001396947,0.004992253,0.002991738,0.003105896,0.000836078,0.001481695,0.002781965,1.74e-05,6.32e-06,0.003836674,0.000207233,0.000198611,0.00208544,1.22e-05,4.32e-05,0.004656688,0.335629294,0.050038405,0.000161581,0.000683355,0.000109256,3.36e-05,0.000140793,4.13e-07,0.085641667,0.013575265,0.00272025,0.000111442,4.38e-05,1.09e-05,2.61e-05,2.24e-06,0.000496379,D06,ZF,R2,1.11139e+12,4.527011194,10.4,5.70233e+11,3.42678e+11,91108498619,2302777508,871781316.1,520718375.1,1.03635e+11,60767162140,74,202,755
D06-ZF-R3,0.652623458,0.174101608,0.090544793,0.001894065,0.000506825,0.000471262,0.079823346,0.050061229,73,225,797,2296,2902,2.779180044,9.188953628,0.183088494,0.100532075,0.019675396,0.060915148,0.066318406,0.012314913,0.044435013,0.008574919,0.012654597,0.006102289,0.005316239,0.005398414,0.019212113,2.31e-06,0.006088844,0.015665121,0.003523858,0.003126143,0.008584349,0.001525002,0.002295327,0.005348078,0.007814802,0.002607188,0.003224043,0.000648617,0.003895847,0.003914447,8.68e-06,5.31e-06,0.004981322,0.000297897,0.000189246,0.003611369,1.33e-05,4.62e-05,0.001612566,0.206942556,0.024119369,9.84e-05,0.000416626,5.03e-05,1.9e-05,7.95e-05,3.89e-07,0.097729035,0.01805625,0.003048321,5.65e-05,6.58e-05,2.46e-06,2.18e-05,1.58e-06,0.000305228,D06,ZF,R3,1.97851e+12,4.618734421,19.9,1.29122e+12,3.44462e+11,1.79144e+11,3747431395,1002759378,932397810.2,1.57931e+11,99046751156,86,251,929
D06-ZH-R1,0.387669834,0.487859846,0.01699409,0.002727426,0.001960748,0.000448339,0.10230845,0.056241388,76,215,837,2406,2986,2.181783068,3.812264842,0.128409172,0.032724689,0.016564799,0.01019919,0.022902215,0.007600596,0.022294244,0.006393175,0.038244029,0.0012209,0.014965787,0.014665596,0.003261252,2.87e-06,0.005780671,0.028491502,0.002505514,0.000857118,0.00372097,0.003431992,0.002156567,0.0006713,0.000714612,0.004620752,0.00479479,0.000966268,0.000331258,0.000314176,1.09e-05,6.82e-06,0.000388859,0.000148233,0.00025366,0.000501532,1.81e-05,3.24e-05,0.007473452,0.481961572,0.088446374,0.00036184,0.000985111,0.00011923,4.63e-05,0.000236153,4.05e-07,0.014852204,0.003256294,0.000720299,0.000173006,1.22e-05,2.31e-06,3.85e-05,3e-06,0.001212602,D06,ZH,R1,3.14881e+11,4.455324884,6.06,1.2207e+11,1.53618e+11,5351111403,858813795.1,617401838.8,141173361.2,32214959757,17709329287,49,102,348
D06-ZH-R2,0.42390639,0.39368006,0.073362966,0.002832429,0.001725553,0.000468785,0.103986999,0.056883307,78,222,890,2212,2595,2.535392928,5.391587323,0.099904064,0.056875475,0.017535919,0.020109462,0.027749145,0.00925427,0.026658104,0.007080259,0.033488495,0.002510097,0.013548595,0.014571156,0.008376659,2.64e-06,0.005860569,0.027482817,0.004020965,0.002346848,0.006303329,0.003369489,0.002186396,0.001723339,0.001668364,0.004987912,0.004005783,0.001045095,0.001233594,0.000681041,3.02e-05,6.71e-06,0.000858753,0.000172278,0.000257298,0.001141222,1.56e-05,4.24e-05,0.006140321,0.39587065,0.077824592,0.000211991,0.000845089,0.000126492,3.64e-05,0.000194412,4e-07,0.065821226,0.015656203,0.003614562,0.000166365,1.84e-05,1.62e-05,3.72e-05,2.56e-06,0.00109136,D06,ZH,R2,19286729622,4.379712931,1.74,8175767920,7592800873,1414931683,54628291.93,33280275.65,9041333.263,2005569132,1097092961,18,51,90
D06-ZH-R3,0.441371436,0.393935249,0.060417648,0.002418945,0.001423476,0.000438006,0.099963475,0.053465654,76,216,840,2312,2695,2.45575233,5.174563141,0.137570917,0.057893887,0.016704379,0.020530025,0.030638288,0.008824511,0.023795143,0.00526121,0.030810621,0.002115141,0.012533237,0.012908244,0.007283915,2.31e-06,0.005264876,0.022980312,0.003466016,0.001795253,0.004992655,0.003027079,0.001869533,0.00114217,0.002320297,0.004175932,0.003399365,0.000932164,0.001018509,0.001018922,1.06e-05,6.39e-06,0.001914716,0.000161748,0.000236205,0.001125907,1.39e-05,3.7e-05,0.005716765,0.397485747,0.074224265,0.000178544,0.00085197,0.000105565,3.71e-05,0.000181678,6.51e-07,0.054504103,0.01228964,0.002929912,0.00013206,2.39e-05,3.9e-06,3.39e-05,1.95e-06,0.00089254,D06,ZH,R3,37842296989,4.454676768,2.16,16702508970,14907414683,2286342586,91538428.58,53867588.71,16575169.54,3782847522,2023263139,23,59,112
D06-ZR-R1,0.512284858,0.265234352,0.115890489,0.00236621,0.001082551,0.000530606,0.102571641,0.065886635,82,241,949,2314,2810,2.766550319,8.141270737,0.107086429,0.104783604,0.017743511,0.037295001,0.041623134,0.012013133,0.027765217,0.007130054,0.021437686,0.004687895,0.008787628,0.011304547,0.013079266,2.61e-06,0.005663235,0.021355795,0.004870323,0.003453861,0.006755012,0.002627643,0.002139929,0.001160292,0.004657646,0.00352871,0.004801409,0.00121902,0.00123771,0.002016937,1.07e-05,8.33e-06,0.002697576,0.000229995,0.000243503,0.002259776,1.7e-05,5.34e-05,0.006526878,0.277843941,0.056008404,0.000158777,0.000615091,7.77e-05,2.56e-05,0.000156164,4.87e-07,0.116542782,0.021120131,0.005302853,0.000104611,4.18e-05,3.06e-06,3.02e-05,2.66e-06,0.000719968,D06,ZR,R1,7.67926e+11,4.378510703,8.84,3.93397e+11,2.0368e+11,88995304779,1817073841,831318646.6,407465943.3,78767417009,50596051916,65,178,664
D06-ZR-R2,0.367902471,0.476091457,0.04178709,0.002496098,0.002481221,0.000489718,0.108721053,0.059929416,79,226,832,2270,2643,2.262504773,3.854080294,0.068603387,0.064101509,0.018809808,0.017761994,0.029441445,0.007634739,0.025454315,0.005482455,0.016149875,0.002578567,0.005208609,0.012419977,0.006412835,2.77e-06,0.005004414,0.029080269,0.002767568,0.001366247,0.00348928,0.00289977,0.002004534,0.000636157,0.001790044,0.003652011,0.004436629,0.00084021,0.000654191,0.000901838,1.36e-05,8.59e-06,0.0009105,0.000167701,0.000241257,0.000984198,2e-05,3.38e-05,0.008149132,0.487567491,0.086530527,0.000752455,0.001061374,0.00013284,4.76e-05,0.00028904,5.68e-07,0.039898422,0.007356137,0.001927926,0.000176434,1.85e-05,3.19e-06,3.05e-05,2.98e-06,0.001607078,D06,ZR,R2,4.98115e+11,4.361541411,3.42,1.83258e+11,2.37148e+11,20814787064,1243344302,1235934267,243936174,54155615533,29851756906,61,131,462
D06-ZR-R3,0.487160035,0.293338064,0.114008046,0.002248419,0.001232434,0.000493814,0.101480051,0.063474222,78,231,925,2362,2850,2.707890101,7.520114285,0.107444485,0.08946334,0.017294209,0.036495613,0.040849776,0.011507822,0.022732243,0.004728764,0.021124221,0.004527389,0.008469181,0.01250385,0.01146062,2.61e-06,0.005772479,0.020622628,0.004465719,0.002893641,0.005318909,0.002896176,0.001706677,0.000752297,0.004298385,0.003673379,0.004161885,0.001207694,0.000910944,0.001783111,1.08e-05,7.46e-06,0.00311336,0.000216588,0.000253052,0.002194251,1.69e-05,4.9e-05,0.00818947,0.299648452,0.067488763,0.00022699,0.000680747,9.24e-05,2.91e-05,0.000186909,3.73e-07,0.114619322,0.020816099,0.005313428,0.000120617,4.02e-05,2.5e-06,2.46e-05,2.68e-06,0.000816166,D06,ZR,R3,1.26774e+11,4.35682737,2.28,61759293697,37187680286,14453271739,285041398.3,156240814,62602889.6,12865046048,8046889763,39,77,223
D07-NF-R1,0.675113591,0.202615478,0.032606935,0.010014269,0.000840792,0.000585038,0.078181831,0.053588388,87,252,919,2371,3059,3.058489673,12.36933073,0.121399927,0.122393407,0.020106489,0.054895253,0.07372888,0.069085176,0.02630217,0.007163319,0.016846493,0.030427358,0.011991409,0.007982417,0.011934335,1.34e-05,0.007146853,1.56e-05,0.0126569,0.01604287,0.004029323,0.002491819,0.002376439,0.006157426,0.007907526,0.004581921,0.002671003,0.004479542,0.030058505,0.003605241,0.000153983,5.89e-06,0.00734697,0.000272373,0.000754319,0.002134095,1.71e-05,0.000100172,0.001761322,0.17445902,0.036192737,0.000136902,0.012735001,0.005102912,0.000451209,0.001262148,0.002102113,0.039634966,0.000136795,0.002120719,0.001431513,0.002588607,0.005831322,4.99e-05,0.000156297,0.000469467,D07,NF,R1,1.79093e+12,4.502333663,61.4,1.20908e+12,3.62871e+11,58396823072,17934879985,1505802465,1047762851,1.40018e+11,95973189829,96,280,1054
